	logFC	logCPM	F	PValue	FDR
ZNF322	-0.44249446851222	2.58640817417759	4.54772492170684	0.0508071177854507	0.327971397128398
SNHG15	0.362330157296653	2.82536338060221	4.54672220106366	0.0508294247684386	0.327971397128398
DNAJC18	-0.372637392707393	2.91494126549401	4.54170886774307	0.0509411268651168	0.328438980721705
CKAP4	0.172968273177273	7.9901994893989	4.54126207819889	0.0509510958108353	0.328438980721705
MMGT1	-0.560557214496612	4.64275397687215	4.53513211503736	0.0510881023230083	0.329163207534826
ATPAF1	-0.241986834956625	5.11311291223432	4.53400838879584	0.0511132649897927	0.329166467734555
COL9A2	0.730392536547775	0.83508964235186	4.53164676812841	0.0511661943987702	0.329348454784755
GLA	0.295351425207485	4.6478232799532	4.5276290096049	0.0512563901606911	0.329574001387826
ZNF404	-1.07415268737387	0.123544986980647	4.52731508256136	0.0512634454817101	0.329574001387826
NCOA2	-0.23357337993246	4.88675938939585	4.5263382796283	0.0512854058588631	0.329574001387826
ZNF493	-0.759148656746459	2.19446918082924	4.52569015081523	0.051299983137371	0.329574001387826
CNOT1	-0.178153137023752	8.67642228340279	4.52315182425074	0.0513571204945533	0.329756759754869
HEPH	-1.65541444735488	-1.07723848821475	4.52223252708537	0.0513778322314702	0.329756759754869
FAM102A	-0.261732035134311	4.91208603727214	4.51972061256416	0.0514344757941063	0.32994284258714
MRPL51	-0.192995452128002	7.79585243908899	4.51875567953073	0.0514562545517922	0.32994284258714
LONRF1	-0.441290070835108	2.33982456224609	4.51685198330581	0.0514992532813703	0.33001032750202
UBA1	0.179151529723904	9.09078741446655	4.51610137370419	0.051516218914922	0.33001032750202
DLG4	0.322527393972434	3.66724906468219	4.51382162541849	0.0515677872563062	0.330029683215813
TTC8	-0.229529110203358	4.81245732888965	4.51347852068759	0.0515755536158912	0.330029683215813
SH3GL3	-1.20898809722851	-0.629603699997173	4.51231972929968	0.0516017936705672	0.330029683215813
DBNDD2	1.70793403401736	-0.975097831908186	4.51159883686207	0.0516181257344282	0.330029683215813
TCEA1	-0.220646490867828	5.73118170268288	4.50919000065266	0.0516727429396876	0.330220736354633
FA2H	0.742892233414664	1.28244467712569	4.50397036619763	0.0517913251530297	0.330820186982271
CLPTM1L	0.188886151144674	6.25219532923497	4.50149476822347	0.0518476791075836	0.331021767616567
DHPS	0.247907740936292	4.97149427870315	4.49629932190993	0.0519661822242734	0.331619757501936
PSMD14	0.214351267109776	6.25732501489761	4.49097161685214	0.0520880336944164	0.332238533120143
DPF3	-1.33392325985627	-0.82494163031409	4.48986929385444	0.0521132872689141	0.332240871556831
ZNF664	-0.185994925990301	7.09190365235972	4.48181712516459	0.0522981961190999	0.333125196848798
FAM167B	-1.97631881093749	-1.34113790441376	4.4816560214746	0.0523019035651747	0.333125196848798
RSF1	-0.180694517304772	6.63713988893799	4.47916745656996	0.0523592117711022	0.333331176511309
GIT2	0.19539643473159	5.83535661643577	4.47524045978725	0.0524497957128255	0.333532636623566
TRMT1	0.2779337115241	5.11206693475125	4.47365490112825	0.0524864221031619	0.333532636623566
MIS18BP1	-0.401743271621721	3.84239192934869	4.47343815676032	0.0524914312382942	0.333532636623566
TPRN	-0.576994094074018	1.5430724811871	4.47262052021221	0.0525103325444778	0.333532636623566
NOL8	-0.212245284483482	5.85105315707237	4.4723851344807	0.0525157754443996	0.333532636623566
RASSF5	-0.259691145881709	4.14890955642756	4.46889532555704	0.0525965494996118	0.333886797822072
XPO6	0.175875079359583	6.64579271062999	4.45969077436605	0.0528102988859577	0.335084358425635
CPNE3	-0.23720889348823	6.70564795288475	4.45854468518808	0.0528369851692423	0.335094419006833
GRAMD1C	-0.460324471278445	2.00786260124614	4.45719436227477	0.052868447368766	0.335134744716536
KTN1-AS1	-0.950336392627955	-0.0237191759123579	4.45492658223062	0.0529213358152001	0.335208542854126
CDK11B	0.305181245920946	4.41065198872722	4.45454214417651	0.0529303077405616	0.335208542854126
CLTB	0.199488036557122	8.27856341569342	4.45325934271523	0.0529602584409182	0.335239189277505
RRAGC	-0.268325100680912	5.47129202601032	4.45174655849829	0.052995604435197	0.335241622977867
UBA6	-0.451164546959585	6.1139452465682	4.45109372570831	0.053010866375002	0.335241622977867
ANKRD49	-0.416540732160416	3.69321512518973	4.44960963413556	0.0530455807889803	0.335258090065972
ABCG1	0.247765102206561	4.55870896253246	4.44883562859515	0.0530636962029512	0.335258090065972
PFKFB4	0.231266959575497	5.83188809244352	4.44761062847306	0.0530923819490568	0.335280652327298
FAM129B	0.230654054388477	8.69814214954555	4.44596954425483	0.053130839772352	0.335364875158817
MEAF6	-0.216685181592255	5.23457174705073	4.44283185501788	0.0532044611247663	0.335670867682245
IL16	-0.840293440690386	0.47715843689931	4.44166279037675	0.053231922298384	0.335685480719616
ZNF680	-0.594595503675287	2.81154728634744	4.43698798870536	0.0533418999671524	0.336135916909362
RGMA	-0.486472913417994	1.91182530069157	4.43583422371226	0.0533690842346732	0.336135916909362
RRAGB	-0.286442641370541	4.4067730297499	4.43541833343203	0.053378887179614	0.336135916909362
DHX29	-0.308801835675162	6.17652262134339	4.43026654628498	0.0535004961580101	0.33674286832128
FOXO3	-0.193142576146177	5.80328771134153	4.42885306714303	0.053533918726467	0.336794446276312
C16orf72	-0.204573655232188	5.65741413560377	4.4257688864964	0.0536069315739033	0.337094930057281
GPR161	0.228013412958514	5.02439783543077	4.41997476584165	0.0537444156023368	0.337392021801971
RSBN1L	-0.321137604040131	3.24785340572588	4.41901408612786	0.0537672509756984	0.337392021801971
RANBP2	-0.236208972698961	7.71407232660326	4.41842096853637	0.0537813551055294	0.337392021801971
GAB1	-0.248176690062692	4.70038619435739	4.418126330661	0.0537883631141297	0.337392021801971
UBE2G1	-0.31181035916039	5.42487227519586	4.41807889560371	0.0537894914651624	0.337392021801971
SH2D3A	0.252989509468526	5.77563288599815	4.4173928471976	0.0538058138139622	0.337392021801971
IFT80	-0.458290167869622	4.02196742996048	4.41555759525304	0.0538495065502656	0.337498843610497
TRIM27	0.205818036510938	5.69151923464548	4.41455426924116	0.0538734109164021	0.337498843610497
EVC2	0.365087676301691	2.90201291540633	4.41239451936245	0.0539249097128063	0.337569776562151
ARSE	-1.8341485743399	-1.44015860489786	4.41195882170838	0.0539353058731886	0.337569776562151
PKIA	-0.495896459708023	1.5057505841151	4.40679857130607	0.054058614372484	0.338182990568258
TRAPPC8	-0.339977531827585	5.0005653235716	4.40139909241603	0.0541879956832039	0.33877623989708
NDUFS2	0.196445875874116	6.49047480180993	4.40071409294042	0.0542044356145308	0.33877623989708
DIS3L2	0.251212299726727	4.61675505222593	4.39942890375258	0.0542352959306745	0.33877623989708
CD14	-1.36777354954597	-0.461087108152534	4.39861079512887	0.0542549513782739	0.33877623989708
C6orf120	-0.266534788883287	4.26088541079651	4.39567072353013	0.0543256574039209	0.338974526486024
DRG2	0.289012838554662	4.50514094396091	4.39517916096009	0.0543374896389582	0.338974526486024
ABCF1	0.178817550849177	7.03278932070572	4.39272816620064	0.0543965320990131	0.339076476431124
ERGIC2	-0.353370649229826	5.53266820878913	4.391011967793	0.0544379189788196	0.339076476431124
SERPINB5	-0.203315296068355	9.17302600171173	4.39046997930858	0.0544509969889464	0.339076476431124
SYDE1	0.333424423531848	3.11946379528732	4.39028637575989	0.0544554281249685	0.339076476431124
SMNDC1	-0.213819789953977	5.62722110069529	4.38809250888742	0.0545084084143898	0.339248136285363
DLG5-AS1	-1.55078716491532	-1.11041695515593	4.38557477319595	0.0545692848759876	0.339468757266745
RAD17	-0.282068339742714	4.95558064681224	4.38063873109543	0.0546888666935002	0.339502643645396
COA5	-0.377465237818078	2.94060699287092	4.37951979409154	0.0547160173289077	0.339502643645396
EIF3B	0.186123593602359	8.20255520808948	4.37897989312652	0.0547291235362512	0.339502643645396
SYT7	-0.316970709804997	3.42884976804684	4.37836185587884	0.0547441310663319	0.339502643645396
ATAD1	-0.222470265482259	5.69378997180354	4.37722655770236	0.0547717116759757	0.339502643645396
ZNF622	0.222886562924876	5.06282094362711	4.37672809826365	0.0547838262877675	0.339502643645396
ISL1	-0.490933454144556	1.65858340415547	4.37482814984071	0.0548300318479002	0.339502643645396
PAIP2	-0.201777512333182	5.8667153814606	4.37242349846511	0.0548885774298207	0.339502643645396
TAF5	0.352941872913039	3.01602659519596	4.37207746988709	0.0548970081917895	0.339502643645396
CAND1	-0.267559908299135	6.88350729965256	4.37122835465906	0.0549177028115715	0.339502643645396
PPP1R11	0.192505392731575	6.38050397562366	4.37102398046893	0.0549226851900801	0.339502643645396
TMEM164	0.18858313629791	5.97426271774127	4.37052541666394	0.0549348417694259	0.339502643645396
PPM1G	0.183624911455214	7.78998034011609	4.37010322751459	0.0549451385739391	0.339502643645396
SETMAR	-0.350851845217799	2.83634865711577	4.36972594479379	0.0549543420794829	0.339502643645396
SLC16A4	-0.252900278605994	4.88077719796694	4.3687636900706	0.054977823741736	0.339502643645396
SMARCAD1	-0.302074258822564	4.91654224393228	4.36860789705046	0.0549816266338088	0.339502643645396
USP47	-0.18291206413526	6.98490697281481	4.35819398362307	0.0552365347463633	0.340918973122492
TBC1D19	-0.436783961335826	2.09589761824943	4.35714356554647	0.0552623238827652	0.34092052857436
ABCD3	-0.320410674282722	5.21346190515512	4.35203987176505	0.0553878287231201	0.341536957715313
RANBP17	-0.578376447113591	1.21556795070139	4.35000532007787	0.0554379541334228	0.34157400298553
CAD	0.237243399639578	5.6623222040542	4.34971916009894	0.0554450085745051	0.34157400298553
MYD88	0.193780331738597	7.06824392525428	4.34787256502157	0.0554905564930614	0.341675023115614
PSENEN	0.271762517749704	5.36694464609758	4.34645542651261	0.0555255414428028	0.341675023115614
RAB28	-0.33378951796011	3.48116385289559	4.34511280102854	0.0555587109123699	0.341675023115614
PEAK1	-0.244454838781902	4.90489417527156	4.34490766220994	0.055563780912659	0.341675023115614
SNX2	-0.199162438822822	6.37687939547528	4.34355626424835	0.0555971943319996	0.341723086709114
SIRPB1	0.405054592653823	2.6135287476142	4.34061556195927	0.0556699854391963	0.341776298343068
CCDC90B	-0.207806577435972	6.01540446372594	4.34057866499045	0.0556708994631787	0.341776298343068
CSRNP3	-0.614180127201425	1.27938268123176	4.34010417169992	0.055682655348028	0.341776298343068
ZNF596	-0.660870629068472	1.03943863245546	4.33105918556221	0.0559073123518459	0.342997527526261
KIF1C	0.173488849349288	9.43213490318737	4.32997442214502	0.0559343272360618	0.343005635554168
UQCRB	-0.175320436537726	9.34668986459342	4.32802375602498	0.0559829453035685	0.34314615234281
BLOC1S6	-0.232283797223959	5.46564646355466	4.32613605597404	0.05603004153544	0.343277216382801
DLK2	-0.391619035899552	2.31059397942932	4.32322462290975	0.0561027706475757	0.343565132176668
RBX1	0.254245264342956	4.47061779256521	4.32019510868335	0.0561785678828312	0.3438715640696
TRIB1	0.28070351999224	4.06936890560256	4.31906110632622	0.0562069712722009	0.343887748159432
TBCA	0.220963414596431	7.84331222765237	4.31431374949285	0.0563260627284112	0.343936576821596
ARHGAP24	-0.302085565228003	3.80461479632839	4.31330990404657	0.0563512831967071	0.343936576821596
POGLUT1	-0.380986315564472	3.43435246518691	4.31328018854381	0.0563520299679464	0.343936576821596
LAMTOR2	0.270337532447673	6.54976271547626	4.31248273625015	0.0563720748648852	0.343936576821596
METTL5	-0.402724541581453	4.53083056167548	4.3107647579889	0.0564152868812158	0.343936576821596
ANGEL2	-0.274075362733151	3.72926474272151	4.31075240096511	0.0564155978370314	0.343936576821596
LUC7L2	0.868618692818199	1.90462034310074	4.31050997236983	0.0564216987916588	0.343936576821596
C21orf58	-0.579862737432034	1.03860122211344	4.30936590061162	0.0564505010042757	0.343936576821596
MCTP2	-0.234655304119919	4.81233170337435	4.30906745682771	0.0564580172360967	0.343936576821596
HHAT	-0.321855420527217	3.07902283884231	4.3084439121431	0.0564737248677853	0.343936576821596
MANBAL	0.232604971950485	5.54540117999522	4.30746695920487	0.056498345540806	0.343936576821596
HSPA8	0.175709343959707	11.1642426210867	4.30213458695927	0.0566329529642031	0.344466289801069
MOB1A	-0.306925506598634	4.58302226381972	4.30143300927612	0.056650691384715	0.344466289801069
MKLN1	-0.203112774888753	5.84047889039523	4.30095545378791	0.0566627694684006	0.344466289801069
ARID3A	0.416171057817589	3.50889798136257	4.29750592736573	0.0567501034897562	0.344718814574012
POLI	-0.340293242747967	3.46181339924131	4.29656055973901	0.0567740657639069	0.344718814574012
EXOC1	-0.262989866336622	6.00910505203006	4.29625658054983	0.0567817732770226	0.344718814574012
TAGLN	0.388555473071955	2.31729808997973	4.29466534081788	0.0568221399699562	0.344807076635871
HSPA1A	0.324043364213658	5.40123011767755	4.29249713358894	0.0568771978022318	0.344984366496953
CRCP	0.198621116111664	5.3714970744143	4.28930703137684	0.056958319499278	0.345024347468327
RASEF	-0.249175252410026	4.48093409529914	4.28786936680538	0.0569949228151357	0.345024347468327
TM7SF3	-0.170485261587937	8.46116131534722	4.28553356739785	0.0570544521537893	0.345024347468327
MRPL18	0.243578597324475	5.52468230610562	4.28486417616589	0.0570715255574701	0.345024347468327
HAGH	0.261936594630947	4.65162754846323	4.2828128871078	0.0571238830690535	0.345024347468327
PSMA5	0.208056920545786	6.40572252525106	4.28257334045605	0.0571300010056313	0.345024347468327
SLC35A1	-0.314511979057544	3.75962288085268	4.28252789840173	0.0571311616669516	0.345024347468327
MYL12A	0.177835205130567	8.31807956917142	4.28232507276234	0.057136342491527	0.345024347468327
NAT9	0.241330381464676	4.90173190611877	4.28165724194912	0.0571534049796561	0.345024347468327
PJA1	0.195775889658196	5.86855773098155	4.28152264051298	0.0571568446565649	0.345024347468327
PFN2	-0.17196986499429	7.73101286708431	4.27968253577964	0.0572038922119607	0.345024347468327
PIR	-0.441259160827594	2.1012573493342	4.27865969406194	0.057230063880981	0.345024347468327
C3orf38	-0.258174186656804	4.83468748015112	4.27824378687965	0.0572407098327242	0.345024347468327
ST3GAL4	0.282126612042161	3.85720048063503	4.27805227619542	0.0572456127072917	0.345024347468327
HAUS1	-0.329736188137298	3.47245306526172	4.27435401275884	0.0573403895216085	0.34520950762439
COA4	0.261419483870803	5.13099734949977	4.27429656354698	0.0573418632564657	0.34520950762439
BAG3	-0.165799206327751	8.04224467614671	4.27326606178499	0.0573683061465723	0.34520950762439
HSPA7	1.55444805618834	-1.06852955880369	4.27196007325231	0.057401838790289	0.34520950762439
RHBDD2	-0.340503971168641	5.08783327683736	4.27052967744473	0.0574385923031968	0.34520950762439
RASIP1	0.468230360666983	2.41185192625038	4.26930125360113	0.0574701784163939	0.34520950762439
FGD4	-0.283558333978029	4.80137458340401	4.26858548770654	0.0574885921658931	0.34520950762439
CYFIP1	0.176327999502912	7.76286953619709	4.26791924141789	0.0575057382427261	0.34520950762439
LOC257396	-0.555954417394211	1.45952601697682	4.26779021239813	0.0575090595473141	0.34520950762439
TMEM59	-0.217542715126425	7.13004475911137	4.26331789508633	0.0576243206115837	0.345603102100818
CEP97	-0.308484925581924	3.55194078703843	4.26318741842755	0.0576276873672035	0.345603102100818
NRIP3	0.632499634626453	1.02552396335388	4.26147494315806	0.0576718967939477	0.345603102100818
KLK5	0.302305297216496	5.91224854830175	4.26123166121475	0.0576781806352526	0.345603102100818
SLC20A1	-0.181496809643379	6.64221398237723	4.25163841578377	0.0579266153374128	0.346807619248226
IPO4	0.245232420699538	4.95387194299468	4.25146336371938	0.0579311603688048	0.346807619248226
TAT	-1.98143522857072	-1.58215615110013	4.24889361481114	0.0579979295676256	0.346966097650709
RIF1	-0.258003886447289	5.26169965251963	4.24500341353428	0.0580991809512197	0.346966097650709
CPPED1	0.242571915622917	4.66228302046723	4.24470028980622	0.0581070792107365	0.346966097650709
MRPS17	0.238906958490817	5.79510431522527	4.24426625641581	0.0581183906916258	0.346966097650709
NEK2	-0.408627470133743	2.76367384137923	4.24396746002557	0.058126179231252	0.346966097650709
ZMYND8	0.173025217028878	8.08322058740788	4.24321304566228	0.058145849572261	0.346966097650709
TTC30B	-0.636752817374203	1.60193605874894	4.24216879224914	0.0581730900633036	0.346966097650709
NHLRC1	-0.639817580293173	0.794135789850426	4.24066711694422	0.0582122893553073	0.346966097650709
NF1	-0.205992597254339	6.50409482884562	4.24038642200896	0.0582196199970937	0.346966097650709
PLA2G6	-0.449126543817669	2.6554737265385	4.23615129003382	0.0583303574623708	0.346966097650709
TP53RK	0.313684692434642	3.86485045871709	4.23504614836879	0.058359294940568	0.346966097650709
SWT1	-0.427966260140118	2.79447570189967	4.23469318020704	0.0583685407780659	0.346966097650709
MOB4	-1.55036615002197	-0.631778103757154	4.23301174506243	0.058412608974819	0.346966097650709
GPN2	0.290974359075977	4.04800108345179	4.23169695458344	0.0584470953058666	0.346966097650709
R3HDM4	0.227270588251744	5.40251788792917	4.23141019268608	0.0584546201318874	0.346966097650709
ADAM10	-0.198426616317938	7.27671001811019	4.23080134570094	0.0584706004863511	0.346966097650709
ZDHHC17	-0.216260117180414	4.89346551644917	4.23044882199377	0.0584798555069311	0.346966097650709
NGFR	-0.443493536627356	2.86185857834178	4.22944143331265	0.0585063126467678	0.346966097650709
HEXB	-0.234993541022439	6.30496901796428	4.2293421808506	0.0585089200889137	0.346966097650709
GAS5-AS1	-1.9375046911131	-1.38737198996622	4.22857426672119	0.0585290984563134	0.346966097650709
LIPT1	-0.706469197209585	1.17133898199607	4.22783353787741	0.0585485702767318	0.346966097650709
TMEM144	-0.314895478053607	3.79028050942355	4.22749916501504	0.0585573625722479	0.346966097650709
GOLGA7B	0.397563430264018	2.45045367942837	4.22697772593575	0.058571076867935	0.346966097650709
SLC25A19	0.502278799840309	2.3542579744514	4.22658562094058	0.0585813920677676	0.346966097650709
ASMTL	0.252542862902664	4.04572244576692	4.22317485101112	0.0586712106750283	0.347094404117377
YWHAH	0.204802638223248	7.88467665544206	4.22270577101408	0.058683576077194	0.347094404117377
SLC9A6	-0.250052947934242	4.10338511766802	4.2225801017371	0.058686889364175	0.347094404117377
TMEM206	0.290699614972254	4.20234318347665	4.22181547864559	0.0587070535203773	0.347094404117377
AKR1A1	0.223339876008281	5.36062728228205	4.2163210044369	0.0588521915162773	0.347798475760204
ALDH2	0.203312410124715	6.36237556177546	4.20952241412868	0.0590323658488921	0.348708886762261
BTBD1	-0.21642850980179	5.50375835260734	4.20763321609191	0.0590825486153179	0.348765088279248
GDI1	0.186565379827243	7.54422805973085	4.20719750511407	0.0590941295646187	0.348765088279248
AMZ2	-0.195199797811233	6.63681240789087	4.20581733309994	0.0591308314749944	0.348827485723012
DICER1	-0.193212037225744	6.25634018876871	4.2027217364189	0.0592132485173455	0.349159393863323
PGM2	-0.197326486368557	6.75187386693944	4.19564132460565	0.0594022684543374	0.349985167833751
SH3D21	0.23776657401751	5.08372779092375	4.19449544132819	0.0594329262156653	0.349985167833751
DPY19L1	-0.318757162802106	3.95553056155183	4.19332787247261	0.0594641834209669	0.349985167833751
MPLKIP	-0.26815231439454	4.30747896919137	4.1929540189264	0.05947419603432	0.349985167833751
LOC100133286	-1.6029776195705	-0.644147337177927	4.19143306878972	0.059514950962442	0.349985167833751
C11orf68	0.273345761645742	4.4053955134835	4.19140032811008	0.0595158286351334	0.349985167833751
CPT2	-0.222438833720815	5.40360537552401	4.19052911348007	0.0595391887325004	0.349985167833751
LAMP2	-0.217423083313002	7.23444850077845	4.18803997018524	0.0596059905469586	0.349985167833751
RAPGEF3	0.346714602228547	4.08369342467538	4.18736833051373	0.0596240307103882	0.349985167833751
FXR2	0.186686802741483	6.51333601831813	4.18562691951507	0.0596708348998478	0.349985167833751
DESI1	0.180257394678188	6.69413748173912	4.1855547750001	0.0596727748772879	0.349985167833751
BAG6	0.188341657549285	7.8266350505709	4.18517661345141	0.0596829449219441	0.349985167833751
ZFP30	-0.384296756852833	2.95093768403643	4.18408533416611	0.0597123046160961	0.349985167833751
FMO3	-1.77006603220779	-1.25897187571291	4.18358415647681	0.0597257939874814	0.349985167833751
STK38	-0.180207281215406	6.92338361784313	4.18167313224837	0.0597772629606538	0.349985167833751
RNF167	0.172864000097408	7.08123258056599	4.18111338666081	0.0597923483350149	0.349985167833751
SLC17A9	0.9923645309475	0.0071813975757867	4.18024488760626	0.0598157636592958	0.349985167833751
VPS18	0.198751913852329	5.69332739612742	4.17976647670042	0.0598286665760722	0.349985167833751
PIM3	0.278723706341957	5.32276028311581	4.17892401368425	0.0598513961171875	0.349985167833751
LBX2-AS1	-0.766073532353624	0.370009950378654	4.17780440982489	0.0598816186943852	0.350008585626113
KIAA0319	2.13728797451853	-1.40817872387654	4.17657640449157	0.0599147882256214	0.350049200355381
IL4R	0.171121345805697	7.65151656165985	4.17247927361166	0.0600256127923345	0.350543276805628
CENPI	-0.512509313520037	1.61378983046145	4.17064428220987	0.0600753266775418	0.350560934597248
THAP9	-0.600631974537507	1.27144306460769	4.17042927288361	0.0600811549332213	0.350560934597248
TGIF2	0.211709229372977	5.14279620312984	4.16775484538887	0.060153706561866	0.350830922936178
PDE4DIP	-0.199459383376924	6.002294328179	4.16285756886055	0.0602868283492435	0.351327685145996
CEP76	-0.360681278028424	2.83301901271452	4.16264441758136	0.0602926303146462	0.351327685145996
ANKLE2	0.171706051595062	6.93968399435147	4.1609334401517	0.0603392269686231	0.351327685145996
NR2C1	-0.272878917190604	4.7627893206552	4.16054980087566	0.0603496808253418	0.351327685145996
RBM41	-0.34131039285301	5.37759760293929	4.15966015450007	0.0603739312112604	0.351327685145996
NCOA3	-0.175739597291249	6.8535867747058	4.15807546134094	0.0604171560707458	0.351327685145996
FOXA1	0.184867189656292	5.87884001176555	4.15708423238118	0.0604442119318584	0.351327685145996
CHCHD5	0.413253185411179	3.52727771708694	4.15689366402845	0.0604494151895395	0.351327685145996
MTHFD1	0.197010969206586	6.48346482180949	4.15213824226942	0.0605794285365056	0.351445074716779
CAPG	0.189106596352224	7.81940918477357	4.15194267840354	0.0605847823383973	0.351445074716779
SAP30	-0.26930007426847	3.66723522632403	4.15161369646402	0.0605937898879508	0.351445074716779
PMS2P4	-0.927825095598524	0.129731811900493	4.15097946482201	0.0606111596704515	0.351445074716779
IFNAR2	0.30995868909044	3.95308619179052	4.14907299842806	0.0606634078010925	0.351445074716779
SNRNP70	0.195565507540575	7.5431883242096	4.14802104273611	0.0606922602517921	0.351445074716779
MEST	-0.31083250183614	3.39578843929909	4.14791608146512	0.06069513996172	0.351445074716779
S100A6	0.192947414924407	10.9649283214468	4.14641670970676	0.0607362942793419	0.351445074716779
DKK1	-0.228019323755336	5.26524298325883	4.14627928463251	0.0607400679347021	0.351445074716779
C16orf70	-0.236181492919727	4.48209088720929	4.14530927178573	0.0607667121193151	0.351445074716779
PIN4	0.234888983792039	5.74656511086142	4.14530111549218	0.0607669362139517	0.351445074716779
PCGF3	0.174205745826901	6.36959782274514	4.1446248913089	0.0607855189154339	0.351445074716779
CPAMD8	1.29219338141616	-0.327690411533797	4.14258795858111	0.0608415346704338	0.351616661407053
RPL7A	0.163473784179789	10.4688413710995	4.14066737821545	0.0608944067046876	0.351769939207088
CYB5R1	0.171594040952234	6.87967704214171	4.13721393480385	0.0609896141166348	0.351955188093718
KATNB1	0.34288711683437	3.93495013347484	4.13701399755103	0.0609951315478703	0.351955188093718
PCLO	-0.265450355728585	3.92555748638403	4.13541634949576	0.0610392411778674	0.351955188093718
XK	1.31595653349853	-0.8214226742125	4.1352856609375	0.0610428510422768	0.351955188093718
NUCKS1	-0.190001715030123	8.46994210650678	4.13472670522897	0.0610582933052472	0.351955188093718
IKZF5	-0.257862640058636	4.10321797867938	4.13085621060427	0.0611653503942017	0.352420124196199
ZNF214	-0.531099993273397	1.45993702457086	4.12959148454603	0.0612003806184372	0.352465594653206
RCN3	0.725595989691297	0.611977953915738	4.12866540952335	0.0612260459925682	0.352465594653206
USP5	0.189342593641814	7.10775101884645	4.12696186552459	0.0612732915401965	0.352585535371389
ZFP37	0.769846959180188	0.373154813908694	4.12202068880462	0.0614105729339211	0.353223243717297
PGD	0.204198380197282	8.0732765213171	4.12054622378158	0.0614516087263962	0.35330705275512
CAPN13	-0.904646465181299	0.504675035055463	4.11641882453749	0.0615666510194338	0.353691301333566
NUDT19	0.288934705745945	4.01760548595911	4.11624758217806	0.0615714295355212	0.353691301333566
ZNF484	-0.468941277603909	2.69633012083968	4.11519254345287	0.0616008800692534	0.353708279107326
TM9SF3	-0.297704607671375	7.37026352046248	4.10921753632412	0.0617679825392299	0.354450346850736
OCIAD1	-0.256630726788476	6.78746829835035	4.10694242513527	0.0618317514375707	0.354450346850736
BROX	-0.267199324178342	4.68250379916635	4.10626834292016	0.0618506602007517	0.354450346850736
DPP3	0.197925896841921	6.21236972479195	4.10611518051135	0.0618549575330544	0.354450346850736
PDGFD	-0.952523894493441	0.0845515742402951	4.10583321996638	0.0618628695252596	0.354450346850736
EMC2	-0.251166792249035	5.47400132256757	4.10354543247007	0.0619271106325717	0.354586335192308
USP8	-0.183322350752559	7.01371553622058	4.10222568486215	0.0619642050989325	0.354586335192308
CHMP4B	0.201228692243424	7.73341662681993	4.10123828883557	0.061991975289023	0.354586335192308
MARK3	0.179693316374453	6.83348928508264	4.10027351911518	0.062019123360131	0.354586335192308
DENND3	0.249404232979124	4.55251694126335	4.10003270766059	0.0620259018533017	0.354586335192308
STAT3	0.170778804238504	7.41413554932929	4.0986900248454	0.0620637125168364	0.354586335192308
REST	-0.20531832427653	5.9176819342004	4.09825516568875	0.0620759642345216	0.354586335192308
SHPRH	-0.261161969914623	4.23969217063715	4.0974346225022	0.0620990900134544	0.354586335192308
DNAJC24	-0.311668163631751	3.73371832480676	4.09643511305414	0.0621272734747624	0.354595596788404
MRC2	-0.318160309305239	5.19909504301546	4.09337740487455	0.0622135866859046	0.354936488143943
TM9SF1	0.186366510508129	5.79167022198816	4.09137761457835	0.0622701137407942	0.354983894055194
QARS	0.168899546480429	7.09366277331929	4.09120212408218	0.0622750771443645	0.354983894055194
UPK3B	0.571514071965928	1.86159503691837	4.08593680448314	0.0624242145526759	0.355682144378243
SNORD74	-1.22600549735936	-0.885135324608139	4.08330021662128	0.0624990534744053	0.355956639881959
FOSB	0.654765567312688	0.879194133054585	4.0811791925052	0.0625593353962869	0.356148028801889
METTL6	-0.323836824834848	3.14640061031141	4.08019000344665	0.0625874728283194	0.356156335148365
DBT	-0.220261381855048	5.40565658428531	4.07615729648835	0.0627023382384984	0.356657952911783
DNAJA3	0.192757661265758	5.77844364877058	4.07386842810522	0.0627676442141621	0.356877363824133
TNFSF9	-0.260835482685897	3.92268921758036	4.07008484630845	0.0628757741445416	0.357339967998991
DNAJB9	-0.385876959231464	3.61500448765507	4.06816585159095	0.06293070091373	0.357499939233317
ZNF605	-0.34340565580602	4.30835771136369	4.06440371226441	0.063038548501677	0.357692017690715
ARL15	-0.362289174646515	2.93721718680492	4.06358448006727	0.0630620620987258	0.357692017690715
SPTBN1	0.159117674558443	10.3189426215403	4.06240086650663	0.0630960525250676	0.357692017690715
CAPN5	-0.379308708955383	3.05137366153536	4.06234530618839	0.0630976486120878	0.357692017690715
DNM2	0.175235862655882	7.48739447000608	4.06103572773	0.063135282866093	0.357692017690715
CD72	-0.777152317388295	0.400788553995556	4.06049077072578	0.0631509515063848	0.357692017690715
MAP4K4	0.171981306276702	9.65911753305884	4.06001855061992	0.063164532537178	0.357692017690715
RDH10	-0.222648774309779	5.20678549075975	4.05952051560794	0.0631788597539105	0.357692017690715
SLC35E1	0.175533690105955	6.51497923871873	4.05460894892562	0.063320359660806	0.358341162133005
HCFC2	-0.233134905525869	4.34380084153584	4.05314536390654	0.0633625974629739	0.358414805289467
TNFSF13B	-1.41865869141307	-0.941486596402462	4.05229796903548	0.0633870678118675	0.358414805289467
