Name,logFC,logCPM,F,PValue,FDR
TAF12,-0.030827355,5.613271831,0.090122242,0.768353425,0.91670878
PTRH1,-0.054471227,2.625676066,0.090118303,0.768358328,0.91670878
ASNA1,0.029206797,5.997307845,0.090094979,0.768387359,0.91670878
ZNF667,0.066852141,2.888574865,0.089814763,0.768736455,0.916983575
ZNF696,0.070514414,1.988799329,0.089799835,0.768755069,0.916983575
MRPS14,-0.040289207,4.377917414,0.089684049,0.768899504,0.91707392
UCKL1-AS1,-0.218816097,-1.061363351,0.089617733,0.768982276,0.917090708
TRAM2,-0.028021444,6.033290646,0.089551579,0.769064877,0.91710729
MYL5,0.078183816,2.013332803,0.089380912,0.769278131,0.917145908
SLC16A1,0.026082698,7.909818289,0.089319125,0.769355392,0.917145908
PALD1,0.148780217,-0.448563481,0.089243327,0.769450212,0.917145908
MCM5,-0.044069251,3.96180855,0.089173912,0.769537085,0.917145908
DGKH,0.043454377,3.718628317,0.089135493,0.769585183,0.917145908
NDUFV2,-0.025058732,6.481753504,0.089121473,0.769602737,0.917145908
C12orf45,-0.047273374,3.089871781,0.089066599,0.769671461,0.917145908
ZNF765,-0.04968517,3.319218864,0.089055262,0.769685663,0.917145908
CUL9,-0.026737044,6.075330929,0.089031396,0.769715562,0.917145908
TAF1,-0.030714168,5.986404734,0.08883914,0.769956576,0.917351209
ESPL1,0.055419341,2.341318215,0.088703713,0.770126521,0.917401318
FAM66C,0.192504923,-0.604095019,0.088696105,0.770136072,0.917401318
NUDT16,0.031439481,5.69741743,0.088624651,0.7702258,0.91741402
FZD7,-0.078535439,1.251540136,0.088404217,0.770502857,0.91741402
RAB12,-0.029458394,6.535140899,0.088395783,0.770513465,0.91741402
FAM81A,0.13203201,-0.106127968,0.088376134,0.770538181,0.91741402
BNIP3,0.02720924,7.104487897,0.08829741,0.770637236,0.91741402
ZBTB22,0.041237011,3.909556654,0.088292454,0.770643473,0.91741402
RPL10,0.025611867,9.029139613,0.0882671,0.770675386,0.91741402
LATS2,-0.039327788,4.719117894,0.08825033,0.770696497,0.91741402
C19orf25,0.041966451,4.178986077,0.088065654,0.770929125,0.917609113
MYH16,0.046979257,3.632720936,0.087973882,0.771044824,0.917665009
EFCAB2,-0.081802905,1.16701837,0.087808201,0.771253871,0.917722544
MTG1,0.041995681,4.033026478,0.087796916,0.771268116,0.917722544
HIST1H2BJ,0.078316028,1.586151016,0.087772141,0.771299397,0.917722544
MRPL43,0.047161079,5.307089806,0.087680764,0.77141481,0.917778069
KPNB1,0.02580046,9.079351102,0.087397571,0.77177291,0.918098717
RRP15,0.044693154,4.232032341,0.087263329,0.771942881,0.918098717
ZNF497,0.159805503,-0.405923196,0.087230029,0.771985067,0.918098717
ACYP1,0.065840611,2.363499186,0.087215914,0.772002951,0.918098717
ULK3,0.03521346,4.191730942,0.087196004,0.77202818,0.918098717
CELF1,-0.024451413,7.218838031,0.086748268,0.77259636,0.918483659
CYFIP2,-0.036164317,4.409145369,0.086643125,0.77273002,0.918483659
POLR3F,-0.050480121,3.225458001,0.086640432,0.772733445,0.918483659
ATP6V0E1,0.023912073,8.233054536,0.086601729,0.772782668,0.918483659
BACH2,-0.080285131,1.444809119,0.086583311,0.772806096,0.918483659
CNPPD1,0.032120385,5.710964372,0.086579535,0.772810899,0.918483659
PLIN1,-0.173617349,-0.54517633,0.086526212,0.772878745,0.918483659
CBL,-0.027107848,5.94531257,0.086485584,0.772930454,0.918483659
COMMD7,-0.036557887,4.865742052,0.086453672,0.77297108,0.918483659
MSI2,-0.038220923,4.282138722,0.086304897,0.773160582,0.918488459
ITGB1,-0.024108788,11.0761663,0.086293387,0.773175251,0.918488459
ZCCHC3,0.047777649,3.524584232,0.086275954,0.77319747,0.918488459
PYCARD,-0.048263031,3.762671574,0.086150456,0.773357492,0.918488459
ZNF354A,-0.048433842,4.410049814,0.086104548,0.77341606,0.918488459
ACTN4,0.034600449,10.07680023,0.086071998,0.773457598,0.918488459
PDIA6,-0.024457286,8.527176008,0.086068111,0.773462558,0.918488459
CPA6,0.138614755,-0.124708283,0.085980225,0.773574756,0.918488459
EGFR,-0.023037916,8.769260363,0.08591712,0.773655355,0.918488459
ZEB1,-0.064170496,2.12544341,0.08586339,0.773724007,0.918488459
ITM2A,-0.101121521,0.913727015,0.085857194,0.773731925,0.918488459
RPLP1,0.045284192,9.760572702,0.085772979,0.773839578,0.918534576
HNRNPA2B1,-0.025009249,10.40840973,0.085651483,0.773994991,0.91863737
ZFHX3,-0.02786232,5.478614231,0.08554196,0.774135192,0.918722092
INPP5A,0.039230683,3.921307364,0.085269426,0.774484487,0.918966169
TASP1,0.048373135,3.466284174,0.085163431,0.774620501,0.918966169
NICN1,-0.052402951,3.17719762,0.085122112,0.774673547,0.918966169
OXCT2,0.206242279,-0.550326968,0.08505397,0.77476106,0.918966169
SNX21,-0.066359376,2.924798125,0.085051913,0.774763702,0.918966169
SSPO,-0.231636878,-1.107059963,0.084925562,0.774926073,0.918966169
PPA2,-0.049663625,5.113698613,0.084920268,0.77493288,0.918966169
SRF,0.030978137,6.187287139,0.084858435,0.775012391,0.918966169
TOR3A,0.037721754,5.62601432,0.084850099,0.775023113,0.918966169
LOC220729,-0.060626596,2.260232604,0.084777635,0.775116339,0.918966169
PIGH,-0.062064243,1.857405442,0.084753318,0.775147634,0.918966169
CCDC96,-0.072685463,1.504366688,0.084707148,0.775207065,0.918966169
CD274,0.036026811,4.175540648,0.08465425,0.775275178,0.918966169
ZBED4,0.027584503,5.726496406,0.084516357,0.775452842,0.918966169
POLR2J4,-0.050096374,3.055295719,0.084511563,0.775459022,0.918966169
TAB2,-0.024310472,6.863301281,0.084438205,0.775553605,0.918966169
MGAT5,0.02585053,6.222160911,0.084395434,0.775608773,0.918966169
HSPA9,0.024519036,9.051354883,0.084318221,0.775708402,0.918966169
HIST1H4D,-0.215512578,-0.901854944,0.084315748,0.775711594,0.918966169
ANGPT2,-0.359104546,-1.568470352,0.084311106,0.775717585,0.918966169
HOOK2,-0.034307295,5.241322662,0.084099442,0.775990968,0.919146155
MECR,-0.045696421,3.973585157,0.084086872,0.776007214,0.919146155
SH2B2,-0.112029351,0.546198165,0.083778384,0.776406358,0.919537339
XKR6,-0.133343129,0.346794689,0.083659427,0.776560487,0.919628376
LIAS,-0.048853541,3.633148774,0.083612751,0.776620997,0.919628376
TMEM125,-0.063898909,2.555388198,0.083341679,0.77697277,0.919878066
CHID1,0.03361561,5.206071945,0.083337804,0.776977802,0.919878066
CXXC4,-0.127669289,0.23846138,0.083251803,0.77708954,0.919878066
TSACC,-0.101635211,1.118359888,0.083205046,0.777150316,0.919878066
DNAJC22,-0.195164663,-0.902628051,0.083184996,0.777176383,0.919878066
SFMBT1,-0.058653443,2.409995734,0.083103132,0.777282849,0.919922521
PHACTR2,-0.03655308,4.551045584,0.082942542,0.777491869,0.919970374
EIF2AK1,0.024360308,7.324819094,0.08291994,0.777521305,0.919970374
FOXL2,0.13849204,0.026551211,0.082851514,0.777610446,0.919970374
GTF2E1,-0.039542365,4.858098232,0.082844733,0.777619282,0.919970374
PMVK,0.045151729,3.603070138,0.082807474,0.777667841,0.919970374
C1orf122,-0.041504082,3.972240555,0.082628912,0.777900717,0.920093085
ANK1,-0.112964699,0.870547364,0.082612402,0.777922262,0.920093085
CHFR,-0.035053739,5.143719125,0.082569445,0.777978333,0.920093085
SIRT4,0.120558759,0.088698363,0.082508165,0.778058347,0.920106203
BCL9,-0.030687906,5.283181688,0.082392343,0.778209667,0.920140722
TGM4,0.073698092,1.763174479,0.082288266,0.778345739,0.920140722
UBOX5,0.051156554,2.446417423,0.082243527,0.778404262,0.920140722
LRRC37A2,0.04791851,3.318025281,0.082215518,0.778440907,0.920140722
FBXW8,0.041206744,3.869516753,0.082152259,0.778523699,0.920140722
SEC62,0.027616269,7.956082895,0.082140308,0.778539345,0.920140722
TROAP,0.059891408,1.934121237,0.082034613,0.778677765,0.920140722
LRPPRC,-0.033516458,6.463246761,0.081992394,0.778733084,0.920140722
DDHD2,-0.026863857,6.05549689,0.081925545,0.778820704,0.920140722
CYHR1,0.043722389,4.504830167,0.081902344,0.778851123,0.920140722
C2orf42,-0.037051551,3.868791758,0.0817994,0.778986152,0.920140722
HIST1H2BC,-0.051165764,3.655895584,0.081746258,0.779055894,0.920140722
LINC00511,0.154454516,-0.310764722,0.081681682,0.779140674,0.920140722
TG,-0.077102826,1.293242185,0.081664323,0.77916347,0.920140722
SNORD24,0.140408673,-0.25144986,0.081650387,0.779181773,0.920140722
QTRT1,0.064633659,3.074778274,0.081641642,0.779193258,0.920140722
STAG3L4,-0.048294381,3.561236347,0.081529285,0.779340894,0.920140722
PRR7,-0.121834512,0.122960218,0.081528477,0.779341957,0.920140722
TSSK6,0.152197948,-0.611863386,0.08147731,0.779409227,0.920140722
EIF2AK4,-0.025931376,6.694868579,0.081434122,0.779466024,0.920140722
ANKRD54,-0.038428328,4.100332137,0.081253481,0.779703768,0.920339991
CD177,-0.137635912,0.222201436,0.081118345,0.77988181,0.920468762
ALDH1B1,-0.027250945,5.697000097,0.080997897,0.780040636,0.920528314
STPG1,-0.031826205,4.912007027,0.080975507,0.780070174,0.920528314
MYH3,0.109824734,1.026488409,0.080891503,0.780181037,0.920551764
OCRL,0.027903092,6.586711566,0.080855965,0.780227956,0.920551764
STK35,-0.024810221,5.989206551,0.080678972,0.7804618,0.920646728
TEX10,-0.042714596,4.501176799,0.08065671,0.780491231,0.920646728
KRT10,-0.048927169,3.217101151,0.080638485,0.780515331,0.920646728
SRGN,-0.135699084,-0.097554356,0.08056231,0.780616085,0.920684225
PLXNA4,-0.191230648,-0.933118699,0.080407856,0.78082054,0.920826441
RNF44,0.030627242,6.674427902,0.08036703,0.780874617,0.920826441
PGM5P2,-0.131246762,-0.023776249,0.080176676,0.781126954,0.921009394
KIF3A,-0.030610817,6.063739734,0.08014593,0.781167743,0.921009394
NOL6,0.027936353,5.966743458,0.080016052,0.781340135,0.921030819
ADARB1,0.037732266,4.063344232,0.080005074,0.781354714,0.921030819
GTPBP6,-0.073992135,3.018743946,0.079976331,0.781392888,0.921030819
ZNF815P,0.084982316,1.024760674,0.079722742,0.781730016,0.921317687
TNRC6A,-0.024932369,6.6229431,0.079593856,0.781901584,0.921317687
HOXB2,0.069318639,1.964881274,0.079546522,0.78196463,0.921317687
NAIP,-0.148350941,0.176799053,0.079536566,0.781977894,0.921317687
COX11,0.055654768,3.278491775,0.079509854,0.782013484,0.921317687
TIFA,-0.062187511,2.623247388,0.079482198,0.782050339,0.921317687
ISM1,-0.099201195,0.540959666,0.079397054,0.782163848,0.92132837
MAZ,0.02426584,7.422915715,0.079362884,0.78220942,0.92132837
MTFP1,-0.066781928,3.169734421,0.079320136,0.782266447,0.92132837
GLYR1,-0.023170303,7.18916591,0.079250928,0.782358808,0.921355866
EML5,-0.108610622,0.418239915,0.079173159,0.782462646,0.921396871
LINC00857,-0.049759371,2.523112407,0.078867711,0.782871022,0.921504175
RBM15B,0.027683962,6.429976783,0.078843544,0.782903369,0.921504175
COX6B2,0.08648943,0.947931247,0.078811261,0.782946587,0.921504175
PRG4,0.226314475,-0.603528863,0.078808148,0.782950755,0.921504175
DCP1B,-0.03804904,4.16214086,0.078750041,0.783028572,0.921504175
PITHD1,-0.032244916,4.877453258,0.078740718,0.78304106,0.921504175
WDTC1,0.028223039,5.978787526,0.078715027,0.783075477,0.921504175
ADCK5,0.054955975,2.593276045,0.07869226,0.783105983,0.921504175
RBM24,0.048676286,2.728555539,0.078417168,0.783474952,0.921761801
XRCC4,0.053150278,3.034302427,0.078379402,0.78352566,0.921761801
THYN1,0.035349671,5.193649341,0.078276236,0.783664251,0.921761801
AK7,0.181905801,-0.691467781,0.078239642,0.783713433,0.921761801
EHD2,-0.028484943,9.022877491,0.078208696,0.783755035,0.921761801
FAM53A,0.275991638,-1.581192682,0.078112563,0.783884325,0.921761801
P2RX5-TAX1BP3,0.164073567,0.601207332,0.078104134,0.783895666,0.921761801
LRRC8C,0.035701741,4.566470874,0.07808835,0.783916904,0.921761801
SNRPE,0.038856696,3.999902934,0.078066484,0.783946328,0.921761801
MCPH1,-0.038720364,4.777539844,0.077971171,0.784074643,0.921831483
HRH1,0.041866596,3.228030032,0.077885424,0.784190151,0.921886097
OSBPL10,0.029167965,4.823026868,0.077784274,0.784326498,0.92192884
HLA-L,0.077190902,1.261370181,0.077673613,0.784475776,0.92192884
ZNF576,0.042837647,3.300064934,0.077673229,0.784476294,0.92192884
COG5,0.029405579,6.207507217,0.077631595,0.784532485,0.92192884
SSR4,0.034756321,6.27329807,0.077602003,0.784572436,0.92192884
CACFD1,0.084737857,2.102069262,0.077551333,0.78464086,0.92192884
SAFB2,0.023880093,6.204958371,0.077453417,0.784773153,0.921948187
SNHG6,-0.062231431,3.641687187,0.077343784,0.784921384,0.921948187
MUSTN1,-0.284381067,-1.479981528,0.077237875,0.785064689,0.921948187
TREML1,-0.171705205,-0.859626102,0.077201396,0.785114073,0.921948187
EBF4,0.223675265,-1.35406493,0.077179382,0.785143881,0.921948187
PEG3,0.097861907,1.033444865,0.077157324,0.785173753,0.921948187
MMP24,-0.201807233,-0.874504703,0.07715073,0.785182684,0.921948187
CUX1,0.02295816,6.683342991,0.077130708,0.785209804,0.921948187
SNRNP35,0.037487103,4.906574136,0.077027788,0.785349272,0.922030848
RABL2B,-0.040129478,3.545670112,0.076933489,0.785477144,0.922099883
FBXO7,0.025259908,6.501792739,0.076679492,0.785821996,0.922180363
CD3EAP,0.0321073,4.765776458,0.076654952,0.785855347,0.922180363
RPS6KA4,0.033047624,5.627557561,0.076651601,0.785859902,0.922180363
XPO7,-0.026645921,6.495532916,0.076610153,0.785916244,0.922180363
CSNK1G3,-0.033574397,4.915035078,0.076568782,0.7859725,0.922180363
PKD1,-0.057688368,4.875345558,0.076492868,0.786075769,0.922180363
NPM1,0.023832569,9.681806462,0.076487649,0.786082871,0.922180363
CDK5RAP3,0.028691682,6.183617882,0.076476298,0.786098317,0.922180363
ARMCX5,-0.043201154,3.960084944,0.076424828,0.786168374,0.922181513
CHD2,0.024133374,8.670876796,0.076256483,0.78639769,0.922369457
WASH7P,0.100038876,1.123338597,0.07585681,0.786943212,0.922928216
TADA2A,0.037697763,3.757733824,0.075531873,0.787387872,0.92326725
DET1,-0.07850311,1.288458117,0.075493732,0.787440133,0.92326725
C2orf68,-0.036793087,3.744828207,0.075401085,0.78756714,0.92326725
SLC25A6,0.035434504,9.113842355,0.075393163,0.787578005,0.92326725
COQ9,0.026255631,5.718540575,0.075378308,0.787598377,0.92326725
SLC26A11,0.060468539,2.370860683,0.075300898,0.787704578,0.92326725
ABHD15,0.041847976,3.757386994,0.075292282,0.787716402,0.92326725
ADK,-0.028507581,5.431096199,0.075032952,0.788072637,0.923442391
ZNF691,-0.043688569,3.069443778,0.075025068,0.788083476,0.923442391
RWDD3,0.096795172,1.299378308,0.074951577,0.788184555,0.923442391
ECT2,-0.041673842,5.148384731,0.074929774,0.788214553,0.923442391
YIPF5,0.024967512,5.937033946,0.074915956,0.788233568,0.923442391
ZNF609,0.021993526,7.433441152,0.074881593,0.788280861,0.923442391
TMEM140,0.062506131,1.764954311,0.074713292,0.788512658,0.923632885
LCE1C,-0.133141873,-0.302370302,0.074642428,0.788610343,0.923666264
TSPAN3,0.023965968,7.443212842,0.074537852,0.78875459,0.923733662
APOC1,0.149740031,0.118725043,0.074352052,0.789011143,0.923733662
ARMCX2,-0.028083314,5.719043132,0.07432189,0.789052824,0.923733662
FOXJ2,-0.025942806,5.466046003,0.074288789,0.789098575,0.923733662
ZDHHC8P1,-0.145216041,-0.635059966,0.074260288,0.789137979,0.923733662
TECTA,0.140368981,-0.467574212,0.074251375,0.789150303,0.923733662
GLYCTK,-0.079461112,1.596448123,0.074193758,0.789229988,0.923733662
NPDC1,-0.046644703,4.727030742,0.07414185,0.789301808,0.923733662
BAG2,-0.044249194,3.079611203,0.0741391,0.789305614,0.923733662
RCE1,0.038132232,3.563724214,0.074092028,0.789370766,0.923733662
SH3BP5-AS1,0.038419035,3.892213197,0.074049957,0.789429015,0.923733662
ITPA,0.025669589,5.705040935,0.073978758,0.789527635,0.92376364
XKR9,-0.118212763,0.319767385,0.073931569,0.789593026,0.92376364
ECSIT,-0.045279383,3.245397226,0.073783054,0.789798975,0.923923616
ASTE1,0.052843538,2.301361895,0.073623524,0.790020447,0.924031129
STK4,-0.025694985,6.044772476,0.073614332,0.790033216,0.924031129
DHRS11,-0.058822606,2.118199292,0.073558274,0.790111108,0.924031129
PIAS2,0.032215027,4.32107053,0.073505409,0.79018459,0.924031129
ITPRIPL1,0.118941421,0.139711276,0.073467747,0.790236959,0.924031129
PROB1,-0.183040865,-0.636628485,0.073344145,0.790408927,0.924112643
COA1,-0.034535734,5.268441728,0.073306378,0.790461505,0.924112643
AGTRAP,-0.037570602,5.847737814,0.073211897,0.790593099,0.924112643
UTP14A,0.033460072,5.900813865,0.073133831,0.7907019,0.924112643
SETD1A,0.030028427,5.368877333,0.073039668,0.790833217,0.924112643
DHRS7B,-0.034879662,4.214383493,0.072969995,0.79093044,0.924112643
CNOT2,-0.024876067,6.341747461,0.072915611,0.791006363,0.924112643
CYB5RL,0.113433254,0.242648551,0.072901551,0.791025997,0.924112643
CMTM8,0.112348231,0.608375304,0.072896448,0.791033124,0.924112643
FBXO10,0.039087072,3.64941484,0.07283964,0.791112475,0.924112643
LETM2,-0.04219294,3.719407829,0.072814263,0.791147933,0.924112643
HSD17B12,-0.027050251,5.92703841,0.072791561,0.791179659,0.924112643
PSG9,0.149792648,-0.453902319,0.072772318,0.791206555,0.924112643
DNAJC2,-0.030520477,5.587705894,0.072611414,0.791431606,0.924294632
MRPS30,-0.052324294,4.067647441,0.072560591,0.791502745,0.924296855
PPP2R3C,0.064657253,2.747495356,0.072481313,0.791613768,0.92431523
HS3ST1,-0.045882732,3.324330016,0.072432636,0.791681969,0.92431523
ELL2,0.02225772,7.988717462,0.072401083,0.791726192,0.92431523
CACNB3,0.028557387,5.426902201,0.072327026,0.791830024,0.924355616
KCNK1,-0.036156814,3.827209232,0.072184346,0.792030233,0.924391364
STX5,-0.030032098,5.094898346,0.072158553,0.792066448,0.924391364
CATSPER2,-0.070261627,1.628699156,0.07215718,0.792068376,0.924391364
ADIRF,0.040819939,5.97097203,0.072046344,0.79222408,0.924492261
SGK494,0.055203769,2.745332364,0.071880763,0.79245693,0.924616265
ZSCAN16,-0.051109255,2.524786658,0.071872284,0.792468862,0.924616265
AIG1,0.033184751,5.194599958,0.071743329,0.792650418,0.924747276
TSPAN2,-0.140949417,-0.059970906,0.071661089,0.792766295,0.924801647
TMEM134,0.063754477,3.492959438,0.071361689,0.79318876,0.925083837
GALNT10,-0.025698208,7.039190547,0.071356685,0.793195829,0.925083837
SPATA25,0.237551901,-1.349610859,0.071340728,0.793218373,0.925083837
OSTM1,0.028843373,5.194565523,0.071273226,0.793313769,0.925083837
HSD11B2,-0.080452633,1.082998199,0.071218802,0.793390717,0.925083837
MTMR9,0.035915994,4.573507039,0.071195293,0.793423965,0.925083837
EARS2,-0.031227457,4.780449954,0.071141703,0.793499778,0.925090278
ATRAID,-0.027965501,5.822589725,0.071093441,0.79356808,0.925090278
SPPL3,-0.028540678,4.914227057,0.070995916,0.793706178,0.925090534
PSME4,0.024481056,7.239418578,0.070995414,0.793706889,0.925090534
NOTCH2,-0.021060063,7.949223912,0.070868826,0.793886293,0.925218858
SFXN4,-0.035609188,3.742245934,0.070808361,0.793972047,0.925238026
PLCD1,-0.033134121,5.219310799,0.070742397,0.794065644,0.92526633
UBASH3B,-0.029436934,4.998160267,0.070635202,0.794217845,0.92536291
ST7-AS1,0.253380011,-1.387897692,0.070586363,0.79428723,0.925362991
NLN,0.026771876,6.40742973,0.07045398,0.794475435,0.925431014
CRIPAK,0.067935836,2.034603983,0.070447777,0.794484258,0.925431014
HNRNPH1,-0.021174398,9.119152535,0.070261339,0.794749648,0.925590458
TBX1,0.034460498,3.994786026,0.070250897,0.794764523,0.925590458
ZNF282,0.039671019,4.538253171,0.070205547,0.794829139,0.925590458
DNAJB1,-0.021148652,8.311819823,0.069995927,0.795128107,0.925857848
MECP2,0.027311004,5.499803356,0.069784394,0.795430291,0.926128936
RLN2,0.222133696,-1.073135215,0.0696557,0.795614378,0.926262487
TBC1D14,0.025258325,6.58012473,0.069529907,0.79579449,0.926280255
RTN2,-0.063651543,2.929054014,0.069393319,0.795990258,0.926280255
RPN2,0.022734964,8.10483869,0.069377114,0.796013499,0.926280255
LGALS3,-0.025009808,7.057408123,0.069359447,0.796038838,0.926280255
CBWD6,0.080217852,1.230372961,0.06933123,0.796079316,0.926280255
JMJD7,0.073912439,1.24605173,0.069312266,0.796106527,0.926280255
NVL,0.029565444,4.588675614,0.069306132,0.796115329,0.926280255
PRKCZ,-0.02642753,5.74488813,0.069143785,0.796348443,0.926470737
BPHL,0.040247869,3.788512704,0.069056973,0.796473217,0.926535156
POC5,0.042519304,3.527239352,0.0687966,0.796847955,0.926594736
ZBTB46,0.122370801,0.04190322,0.068771131,0.796884651,0.926594736
LINC00260,-0.147315864,-0.475788018,0.068764641,0.796894003,0.926594736
ZKSCAN3,-0.046066173,2.769927928,0.068750674,0.796914131,0.926594736
ZNF503,-0.051510927,3.934171937,0.068714796,0.796965846,0.926594736
EGFR-AS1,0.173199232,-0.814196942,0.068689826,0.797001847,0.926594736
ANKEF1,-0.030966098,4.612592485,0.068683971,0.797010289,0.926594736
PRPF38B,-0.030990989,7.584805569,0.068616538,0.797107551,0.926627116
PPP2R2C,-0.048097554,3.061366304,0.068562243,0.797185901,0.926637507
SLC22A3,-0.048361597,2.810023092,0.068369453,0.79746437,0.926880493
ANKRD36B,0.081767276,1.596622174,0.068278366,0.797596085,0.926921332
BRD3,-0.032803334,4.839481995,0.068249136,0.797638372,0.926921332
MRPL53,0.049945925,3.786609295,0.068190307,0.79772351,0.926939582
CPNE4,0.086934318,1.127645742,0.068089484,0.797869514,0.927028548
RALBP1,-0.026934836,6.739511555,0.067982301,0.798024856,0.927128346
VSTM5,-0.222276434,-1.038516967,0.067847073,0.798221032,0.927194035
POP7,-0.036998903,4.248929709,0.067824099,0.79825438,0.927194035
IGF2R,-0.022864379,8.304435714,0.067799428,0.798290199,0.927194035
CXXC1,0.0342797,5.012171632,0.067709042,0.798421488,0.927194035
ANKRD10,0.038490945,3.81000299,0.067704106,0.798428661,0.927194035
TLR6,-0.068182617,1.632737959,0.067580347,0.798608586,0.927322312
UHRF1BP1L,-0.061995057,3.636458417,0.067469532,0.798769841,0.927387687
ASB7,-0.03069859,4.478448532,0.067446194,0.798803821,0.927387687
CRNDE,0.088199126,0.712706855,0.067385726,0.798891888,0.927409278
ZCCHC2,-0.030612093,4.514174353,0.067143234,0.79924549,0.927693742
PRMT2,0.02180822,6.771582309,0.067099474,0.799309373,0.927693742
NACC1,0.027102335,6.879815649,0.067074801,0.799345402,0.927693742
SIX5,0.048999644,3.432845807,0.066725507,0.799856226,0.927807307
ARHGAP39,0.055710544,2.451049395,0.066724738,0.799857353,0.927807307
TRMT61A,0.064211754,2.488609225,0.066711438,0.799876831,0.927807307
NDUFA3,0.040333418,5.185160839,0.066703812,0.799888002,0.927807307
CDK8,-0.028787898,5.077250855,0.066617407,0.800014606,0.927807307
DDTL,-0.101098433,0.320075708,0.066598952,0.800041659,0.927807307
ZDHHC12,0.05366193,4.406941775,0.066513687,0.8001667,0.927807307
JUND,0.033747682,4.567118848,0.066488352,0.800203869,0.927807307
CSDE1,-0.020925442,9.711955904,0.06643633,0.800280217,0.927807307
U2AF2,0.023272821,7.631771968,0.066434316,0.800283174,0.927807307
TRAPPC3,-0.024242384,6.307445808,0.066432384,0.800286009,0.927807307
GCNT2,-0.029816708,5.029017823,0.066411537,0.800316615,0.927807307
PNPLA7,-0.198488334,-0.966194853,0.066391022,0.800346737,0.927807307
LOC100288069,0.091058213,0.737589757,0.066315921,0.800457052,0.927854619
IRF5,-0.03319977,4.303680467,0.066121285,0.800743261,0.927932986
LOC100506472,-0.212418993,-1.347029981,0.066092304,0.800785916,0.927932986
ACOT1,-0.10916727,0.157183789,0.066068818,0.800820491,0.927932986
DOCK7,0.023915346,6.331884097,0.066051209,0.800846418,0.927932986
GGH,-0.040908479,3.485204466,0.065994501,0.800929939,0.927932986
PPM1B,0.030355889,5.373609179,0.065947991,0.800998468,0.927932986
UBXN10,0.172143961,-0.736742072,0.065939341,0.801011216,0.927932986
TK2,-0.031965942,4.753656159,0.065805762,0.801208193,0.927945798
EMC4,0.023080424,6.119888184,0.065767631,0.801264461,0.927945798
RAB40C,-0.053258005,3.67888277,0.065683282,0.801388992,0.927945798
HSPA13,0.038714221,4.246673788,0.065672561,0.801404827,0.927945798
BNIPL,-0.043804933,2.89888728,0.065670815,0.801407406,0.927945798
CD9,-0.028290064,8.712304587,0.065649203,0.80143933,0.927945798
COX10-AS1,0.064054834,1.753509799,0.065445002,0.801741247,0.928214868
AKAP3,0.07288493,1.89191745,0.065390077,0.801822541,0.928228488
KLHL11,-0.045847436,2.583507961,0.065325226,0.801918573,0.928259165
GSTCD,0.032318366,4.446771541,0.065222569,0.802070695,0.92829782
DVL1,0.047252484,5.723069731,0.065163731,0.802157941,0.92829782
ZCWPW2,-0.099638061,0.424738151,0.065151591,0.802175947,0.92829782
FAM204A,-0.031808144,4.760419074,0.065081174,0.802280428,0.92829782
RHBDD3,0.05389943,2.994168043,0.065068228,0.802299644,0.92829782
ZNF711,-0.059315255,1.645138962,0.065020413,0.802370631,0.9282995
GNG12,-0.034325514,7.183414427,0.064899682,0.802549996,0.928299793
PABPC1L,-0.047902624,3.584996482,0.064876022,0.802585167,0.928299793
AASS,-0.03228735,4.522876432,0.064825489,0.802660311,0.928299793
TCIRG1,0.046718692,5.065476913,0.064816328,0.802673936,0.928299793
LINC00526,0.200774736,-0.972776568,0.064786329,0.802718562,0.928299793
PROSER1,0.023648962,6.313243711,0.064692352,0.802858435,0.928381097
FAM168B,0.020953789,7.557507838,0.064609096,0.802982441,0.928381097
ZFYVE9,-0.025146448,5.609496712,0.064598994,0.802997493,0.928381097
TRIM68,0.033712538,4.188119958,0.064491856,0.803157209,0.928403781
TMEM160,-0.104792384,0.371650258,0.064484619,0.803168002,0.928403781
PDXDC1,-0.020334811,7.153137386,0.064445912,0.803225743,0.928403781
HSBP1,0.022369782,6.993391093,0.064380243,0.803323747,0.928409967
PLBD1,-0.073516088,1.007369078,0.064255258,0.803510421,0.928409967
RBMX,-0.020971961,7.670771434,0.064235952,0.803539273,0.928409967
PPP4R1L,0.043089386,2.955172024,0.064226612,0.803553233,0.928409967
CTTNBP2,0.04937206,2.517477876,0.064209499,0.803578814,0.928409967
COL4A2,0.029093183,7.042708138,0.0641229,0.803708318,0.928479236
CNOT7,-0.025841607,6.132029226,0.063950515,0.80396639,0.928611002
RASSF3,-0.031093299,4.611077619,0.063950419,0.803966534,0.928611002
F8A1,0.04652545,3.335222268,0.063822763,0.804157883,0.928611002
NUBP2,-0.061904971,3.797897701,0.06381959,0.804162643,0.928611002
CERK,-0.027069988,5.24242492,0.06381457,0.804170172,0.928611002
C12orf75,-0.036829822,4.211654382,0.063734433,0.804290405,0.928669513
PPP1R9B,0.025939737,6.8373845,0.063570583,0.804536489,0.928873314
ACAD10,-0.036411999,4.103342693,0.063477513,0.80467642,0.9288808
ZNF593,0.040198,3.143752161,0.063438212,0.804735543,0.9288808
TTLL1,0.04789605,2.721632366,0.063427467,0.80475171,0.9288808
CDIPT,-0.032950685,5.257626119,0.063313235,0.804923681,0.928939161
PLCXD1,0.034826771,3.579973274,0.063193002,0.805104865,0.928939161
