X	DMSO_48h_run1	DMSO_48h_run2	DMSO_48h_run3	DMSO_48h_run4	DMSO_48h_run5	NK_48h_run1	NK_48h_run2	NK_48h_run3	NK_48h_run4	NK_48h_run5	VPA_EC20_48h_run1	VPA_EC20_48h_run2	VPA_EC20_48h_run3	VPA_EC20_48h_run4	VPA_EC20_48h_run5
gbp1_84930	10	7	10	17	0	8	16	11	17	27	15	13	13	16	15
cib1_84931	5	3	10	6	0	15	4	10	18	9	15	3	4	4	11
gapdh_84932	9	19	9	22	0	18	9	13	6	4	10	9	9	9	8
emp1_84933	3	7	12	13	0	0	7	11	6	3	7	6	8	3	20
dnmt3ba_84934	11	10	16	25	0	22	29	10	21	21	12	21	11	15	19
ost4_84935	32	26	50	32	0	40	44	55	46	36	40	19	64	25	45
adh8a_84936	3	0	3	2	0	1	1	0	2	2	3	0	2	1	2
col10a1b_84937	3	0	0	4	0	0	1	1	6	0	1	1	5	2	5
ano10a_84938	2	2	0	6	0	2	3	2	3	1	2	1	0	4	2
psat1_84939	10	4	3	13	0	6	6	5	8	2	4	5	3	13	8
btr04_84940	43	56	21	9	0	28	44	35	12	114	19	72	105	49	114
nrip1a_84941	50	44	40	48	0	51	37	33	44	37	43	42	43	36	47
ndufv2_84942	47	62	46	42	0	68	46	49	32	48	64	53	54	27	29
slc3a2a_84943	74	51	81	54	0	73	49	74	66	54	69	58	47	42	25
pigb_84944	51	47	45	69	0	43	48	45	51	53	31	31	42	33	47
abcc1_84945	85	51	59	81	0	52	69	78	79	67	56	71	84	102	76
mbnl1_84946	194	260	203	276	0	193	252	242	283	310	186	206	166	264	250
il13_84947	5	2	9	4	0	5	3	5	2	5	6	3	9	6	6
ahr2_84948	268	314	274	294	0	266	323	286	304	278	188	363	311	323	293
hspg2_84949	58	55	63	59	0	95	48	54	49	35	89	34	69	44	35
mhc2dbb_84950	2	3	2	5	0	6	2	1	4	5	2	9	3	2	4
gad1a_84951	79	90	89	131	1	113	93	83	80	73	82	50	65	70	86
epas1b_84952	1	2	2	2	0	1	0	1	4	1	3	3	1	4	5
cldn5a_84953	25	34	42	41	0	53	25	40	25	25	41	30	45	25	23
grb10b_84954	10	6	3	7	0	5	0	3	3	3	3	3	4	9	10
srxn1_84955	47	37	23	59	0	54	32	50	24	46	35	46	34	34	23
txlna_84956	7	1	4	6	0	0	4	5	5	7	2	2	11	14	4
ppp1cb_84957	9	8	10	20	0	13	6	16	11	9	6	10	9	18	9
si:busm1-104n07.3_84958	0	0	1	3	0	3	1	0	4	5	2	2	0	2	0
hdr_84959	9	3	4	11	0	0	5	4	9	10	8	2	8	13	7
ppp2r5a_84960	2	0	0	0	0	1	0	0	0	1	2	1	0	1	1
sall2_84961	47	80	85	75	0	69	80	64	54	80	66	48	58	46	49
zgc:163022_84962	8	10	9	24	0	12	11	12	10	27	10	19	10	16	13
psmb9a_84963	7	2	3	14	0	3	4	1	9	2	3	6	0	5	6
fn1a_84964	9	26	28	22	0	0	8	35	9	19	12	2	32	6	5
apoea_84965	409	461	1105	1343	0	520	451	523	647	558	1021	230	732	607	540
atp6v1b2_84966	2	0	0	1	0	2	1	0	0	4	0	0	1	2	0
aclyb_84967	30	12	16	14	0	47	13	17	9	19	24	15	18	9	20
gabarapb_84968	175	138	162	128	0	162	125	177	127	106	170	121	175	84	95
dynlt3_84969	133	219	179	175	0	159	177	183	149	179	101	160	160	116	118
ep300a_84970	183	251	222	330	0	205	217	265	223	205	227	118	218	250	168
nab1a_84971	2	6	0	9	0	4	2	6	4	7	4	2	6	7	2
zgc:175177_84972	1	0	1	7	0	1	2	2	5	2	7	3	2	9	3
magi1b_84973	176	47	76	102	0	199	77	80	54	46	164	48	82	78	49
gpr65_84974	1	1	1	0	0	3	3	2	3	6	1	2	0	4	4
lhb_84975	2	3	4	2	0	0	3	7	9	2	2	2	4	10	3
cdh5_84976	4	6	11	13	0	6	14	6	6	3	12	6	2	3	7
atp6v1d_84977	198	228	258	334	0	282	270	290	247	273	265	213	314	258	223
her6_84978	235	256	264	337	0	250	245	315	218	242	239	278	325	237	205
ccnf_84979	95	55	74	112	0	103	48	54	78	62	74	73	84	88	68
cyp17a1_84980	4	6	15	6	0	1	6	9	6	8	6	8	7	18	12
slc7a3b_84981	1	4	4	7	0	0	0	4	5	11	4	5	3	5	8
si:dkey-202e17.1_84982	6	0	2	7	0	4	2	7	10	4	0	2	0	17	4
tubb2b_84983	1320	1038	1286	1577	1	1459	1037	1227	1088	1132	1150	1053	1534	968	754
met_84984	10	3	19	16	0	9	1	11	8	9	8	4	7	9	10
slc17a6b_84985	5	0	4	7	0	0	3	8	10	5	0	9	6	5	13
pik3c3_84986	55	19	35	33	0	77	22	41	37	30	82	19	49	47	41
mt2_84987	5	11	25	26	0	14	13	36	15	7	19	28	32	25	10
slc2a3a_84988	8	21	7	29	0	14	17	17	11	15	6	10	16	9	10
polr2h_84989	93	200	93	155	0	137	184	114	144	161	154	197	120	162	108
smc4_84990	4	8	10	19	0	5	7	10	6	10	2	6	7	11	2
serpina1_84991	381	246	368	428	0	552	253	413	307	256	479	263	546	234	197
si:cabz01093077.1_84992	0	3	5	9	0	1	0	1	8	2	2	2	6	3	2
spata6_84993	2	0	1	1	0	2	0	4	9	3	6	3	2	7	7
gpr4_84994	1	1	1	4	0	2	0	0	0	1	2	0	1	3	2
btk_84995	7	7	8	11	0	4	11	7	6	15	1	14	1	8	11
cyb561_84996	15	5	15	14	0	10	7	12	6	14	6	9	10	15	16
ugt1b5_84997	16	21	9	30	0	15	15	18	39	20	10	19	21	31	21
th_84998	1	1	0	1	0	0	2	2	4	4	4	7	0	6	3
mag_84999	17	13	12	5	0	33	16	16	40	16	17	18	19	28	25
si:dkey-18p12.4_85000	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
alas2_85001	1340	894	1253	1602	0	1527	1142	841	1160	1291	1286	1186	872	1420	875
ciapin1_85002	61	23	31	40	1	62	36	43	43	26	40	29	48	27	28
mhc2dab_85003	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2
sqor_85004	4	0	4	8	0	4	1	2	0	1	1	0	3	3	1
acvr2aa_85005	161	109	141	148	0	174	108	136	115	108	153	107	98	124	115
atp1a2a_85006	2	0	0	2	0	0	0	0	1	0	0	0	1	2	0
calcoco1a_85007	114	104	114	108	1	159	93	136	91	81	136	137	107	126	114
chn1_85008	339	434	385	429	1	454	425	330	383	321	450	332	353	353	352
itk_85009	8	2	2	6	0	1	4	3	6	5	5	9	5	11	10
arhgap15_85010	9	1	3	4	0	3	1	5	5	13	7	1	3	5	8
igl4v9_85011	11	3	1	14	0	2	3	4	18	8	4	2	5	19	9
ccnd2a_85012	87	63	51	95	0	107	56	115	74	67	70	62	86	67	54
ldha_85013	1483	1870	1516	1583	1	1559	1759	1676	1747	1596	1467	1928	1720	1400	1469
pus1_85014	154	152	77	45	1	75	64	71	41	42	56	61	52	73	53
ido1_85015	10	4	2	10	0	1	0	4	4	6	8	1	8	8	4
tmed7_85016	32	6	13	17	0	28	4	14	20	12	23	10	15	25	17
gfpt1_85017	22	37	41	29	0	14	32	20	24	32	26	27	36	28	25
phospho1_85018	202	196	171	269	0	171	194	196	261	217	172	204	249	242	218
banf1_85019	881	1380	1286	1266	1	1156	1365	1473	1336	1553	965	1535	1523	971	946
rtn4ip1_85020	9	12	28	16	0	30	15	25	18	17	30	17	29	28	20
smap1_85021	20	10	12	11	0	29	7	12	26	14	28	15	24	15	15
gale_85022	19	16	24	24	0	32	19	25	25	23	22	15	19	21	19
cks1b_85023	49	32	58	22	0	77	26	59	34	13	32	56	52	49	12
grm4_85024	3	4	6	3	0	1	2	5	5	5	2	1	2	8	9
myl1_85025	4031	13253	9289	6506	6	4827	12038	9661	8243	13815	4795	8453	7566	5753	5779
rpl29_85026	507	889	1010	970	0	720	736	996	655	854	621	720	1116	471	469
atg12_85027	194	257	216	257	1	193	214	232	272	269	191	245	235	248	214
pla2g4aa_85028	55	79	79	89	0	64	86	90	78	87	57	95	84	71	60
oxtr_85029	1	3	2	1	0	1	0	4	7	3	5	3	1	11	9
flad1_85030	8	6	9	6	0	11	3	5	5	17	4	1	11	5	3
plekhg4_85031	414	301	251	310	0	421	283	315	303	299	414	353	373	355	336
tmem65_85032	365	227	241	269	0	383	229	266	270	241	336	332	299	393	246
rnf19b_85033	32	17	14	23	0	46	27	22	17	18	35	20	21	42	29
phlda3_85034	13	10	16	15	0	18	10	30	12	17	13	7	18	24	15
cnr1_85035	3	0	2	0	0	10	2	2	4	5	4	1	4	10	1
brip1_85036	6	1	0	3	0	7	3	1	5	4	8	1	9	4	9
carmil1_85037	4	5	9	10	0	11	7	6	14	12	5	3	7	19	18
sec62_85038	156	141	141	191	0	150	139	155	166	139	120	111	126	151	120
atp1b1a_85039	113	101	118	138	0	136	101	122	103	162	109	105	134	78	75
eed_85040	52	36	41	45	0	60	24	59	56	39	71	50	33	32	21
fcho1_85041	12	4	4	4	0	9	6	4	3	3	9	3	2	15	11
socs3a_85042	33	27	23	35	0	23	32	24	28	25	22	41	24	24	22
hdac8_85043	7	0	2	4	0	7	2	3	5	5	2	6	12	9	1
pomca_85044	12	4	20	9	0	7	3	8	3	19	1	5	38	7	4
eloa_85045	222	121	126	164	0	199	166	155	161	158	200	159	155	182	162
atp6v0b_85046	220	326	318	291	0	235	332	337	399	332	213	347	304	266	235
atad5a_85047	9	4	3	8	0	8	2	7	4	5	5	1	3	6	5
rxylt1_85048	1	3	1	1	0	3	6	1	6	1	11	3	6	5	6
cops7a_85049	421	378	359	367	1	418	345	369	351	366	401	393	418	357	276
tnfsf13_85050	5	1	1	6	0	2	4	5	2	2	4	2	4	6	4
edn1_85051	55	50	44	64	0	72	46	39	48	78	71	58	46	67	54
mcm10_85052	22	18	31	29	0	42	15	15	26	33	7	17	14	21	28
zgc:162964_85053	1	2	0	6	0	5	1	7	9	12	4	0	1	16	10
casc3_85054	441	218	245	363	0	627	217	248	246	265	475	274	304	360	326
si:ch1073-342h5.2_85055	25	15	18	16	0	16	13	17	13	13	13	23	15	20	16
vcam1b_85056	326	260	194	231	1	355	257	255	335	197	390	269	251	344	290
cyp11c1_85057	14	9	10	10	0	19	7	14	9	9	8	10	5	10	5
pnp5b_85058	78	73	63	59	0	110	58	66	69	40	59	46	58	62	48
sspn_85059	9	3	2	7	0	11	5	5	4	4	4	0	5	5	4
slc38a2_85060	35	38	66	67	0	44	31	46	51	46	42	29	73	32	27
bace2_85061	6	5	5	0	0	6	6	10	12	4	4	11	8	8	7
atp6ap1a_85062	106	151	149	120	1	95	149	109	129	129	140	76	127	95	110
camk4_85063	7	4	1	11	0	0	4	3	3	2	7	2	5	6	10
ero1b_85064	102	48	69	91	0	108	52	62	51	70	80	68	73	71	66
foxb1a_85065	44	40	25	21	0	45	33	47	32	33	49	21	45	35	24
eomesa_85066	131	98	103	129	0	105	117	89	90	111	102	84	93	79	100
gstz1_85067	14	4	7	12	0	5	6	5	9	15	1	6	3	6	6
man2b1_85068	66	76	58	68	0	63	72	69	79	93	85	89	93	88	50
prcp_85069	16	12	21	21	0	20	20	19	12	18	14	16	7	21	21
rab4a_85070	374	360	237	158	1	453	324	227	273	106	463	457	415	289	274
havcr1_85071	12	7	7	4	0	21	10	13	13	17	11	8	7	25	14
cdk7_85072	184	143	155	196	0	260	149	159	111	133	170	115	178	140	109
ipcef1_85073	89	74	71	99	0	67	62	80	88	84	83	81	74	100	117
wfs1b_85074	2	7	3	5	0	8	6	11	10	17	8	4	12	6	6
gps1_85075	109	142	128	150	1	108	187	118	172	154	76	153	125	118	126
lgmn_85076	15	4	20	34	0	23	9	12	16	16	7	10	12	19	11
cyp51_85077	55	57	61	87	0	47	39	70	53	66	58	48	74	82	62
dre-mir-145_85078	3	5	1	7	0	7	4	4	4	13	9	6	3	16	10
phlpp1_85079	9	8	5	12	0	2	5	10	10	10	12	3	5	11	17
hbba1_85080	0	0	0	1	0	0	0	2	1	3	5	0	3	1	0
grwd1_85081	55	35	38	50	0	66	31	44	38	35	53	46	59	49	31
daxx_85082	254	227	231	368	0	300	275	295	272	341	289	225	318	257	267
ptk2ab_85083	159	157	110	150	0	194	192	157	156	164	156	174	128	141	180
efhd2_85084	36	12	16	28	0	38	20	25	41	23	35	12	38	39	31
timp4.1_85085	1	2	4	5	0	1	3	1	4	8	1	3	1	13	2
kat2b_85086	4	6	5	7	0	1	1	1	5	0	1	0	0	1	12
mtnr1bb_85087	1	4	4	8	0	0	2	7	11	5	2	0	1	7	11
hs2st1a_85088	335	456	382	414	0	426	449	423	454	535	403	598	446	505	536
ggt1a_85089	4	11	7	7	0	6	0	5	7	4	5	6	3	4	5
clpxa_85090	361	325	340	362	0	336	322	287	278	298	372	266	305	330	275
ccnjl_85091	11	3	3	9	0	7	5	9	8	8	9	11	2	12	12
ttc21b_85092	5	3	1	5	0	5	0	2	4	2	3	2	4	5	4
rbms2a_85093	261	181	217	220	0	268	179	206	198	153	220	126	211	198	171
cyt1_85094	21786	23934	20182	22379	26	14026	26672	19845	25378	29253	17080	24203	20452	24072	21925
CABZ01063556.1_85095	104	246	114	140	0	119	230	167	231	269	85	192	149	159	166
aebp2_85096	444	249	197	420	0	413	237	187	307	228	489	161	263	381	235
fsd1_85097	76	64	57	86	1	88	39	52	40	49	56	57	64	57	52
tmem107_85098	15	25	22	18	0	25	7	16	22	18	25	25	17	31	30
dlb_85099	1101	817	629	1014	1	1178	928	792	981	896	1209	965	812	1256	820
prmt5_85100	28	20	9	12	0	14	9	11	11	13	25	7	18	9	6
cgnb_85101	91	24	61	45	0	86	29	64	33	32	80	41	67	58	49
sytl1_85102	4	5	3	8	0	6	2	3	6	7	2	3	11	9	7
viml_85103	3	2	3	1	0	8	5	3	5	3	1	0	3	6	3
notch3_85104	121	76	168	134	0	162	109	137	119	96	134	96	176	92	89
pttg1_85105	201	212	225	201	0	290	203	189	229	205	219	195	153	133	170
itgae.2_85106	0	1	3	6	0	2	1	0	4	5	2	3	5	6	10
sirt2_85107	30	13	23	15	0	37	11	20	33	18	29	26	29	20	32
gzma_85108	0	3	1	4	0	0	1	2	1	2	2	5	1	6	1
usp18_85109	5	6	1	12	0	8	1	4	6	2	8	0	5	3	8
gprc5ba_85110	696	700	574	431	0	616	663	588	442	404	762	721	725	666	588
si:ch211-266c8.1_85111	59	25	48	139	0	43	37	68	150	98	46	43	47	187	121
gnai2b_85112	15	8	7	10	0	17	4	9	8	11	17	3	12	9	9
prr15la_85113	64	48	57	49	0	46	51	36	69	66	71	67	58	56	56
rpl39_85114	9101	7672	8594	8234	7	10130	7152	8964	7224	7435	8688	7581	9337	6324	6375
col15a1b_85115	29	35	20	32	0	39	27	43	26	26	25	22	33	39	32
hspa4a_85116	11	4	3	6	0	11	1	12	5	7	3	2	6	7	5
grin3ba_85117	11	2	2	16	0	4	4	6	9	9	6	1	7	10	12
cybb_85118	11	15	6	11	0	4	12	5	5	16	9	2	4	12	5
narfl_85119	173	198	179	209	0	184	181	216	221	228	219	209	215	240	193
rpa1_85120	337	292	392	325	0	404	269	394	330	325	324	352	397	276	195
acaa1_85121	1	1	1	0	0	0	1	0	2	8	2	1	2	3	3
scn4aa_85122	12	29	22	16	0	8	26	12	22	14	19	6	17	17	12
rab11fip2_85123	42	9	25	24	0	54	15	12	21	14	34	13	23	31	25
ube2v2_85124	135	278	241	233	0	166	252	253	246	235	142	252	248	202	190
slc40a1_85125	23	15	20	21	0	11	19	20	14	10	15	12	17	10	15
flna_85126	1414	1197	1180	1480	1	1319	1224	1222	1458	1202	1260	1338	1430	1443	1072
psmb3_85127	97	154	171	123	0	127	148	195	99	137	103	119	206	64	96
PHF21B_85128	207	90	57	119	0	187	75	76	96	79	200	74	82	101	102
grhl2b_85129	106	80	89	152	0	88	85	94	117	108	70	119	125	121	97
uevld_85130	0	1	0	0	0	0	1	2	1	1	2	1	1	5	0
smc1a_85131	2	3	2	3	0	9	5	4	6	8	4	4	2	4	12
ryr3_85132	18	37	58	39	0	34	43	50	47	23	53	17	43	21	39
amacr_85133	9	3	6	5	0	8	1	10	5	7	4	2	1	1	5
nsdhl_85134	1	5	4	7	0	1	2	3	8	5	14	7	10	10	5
scarb1_85135	8	2	1	3	0	5	3	5	0	1	5	0	2	5	2
tm9sf2_85136	64	123	101	111	0	68	117	102	90	147	48	109	87	73	78
creld2_85137	4	1	2	0	0	4	4	1	3	3	6	5	2	0	0
enosf1_85138	11	10	6	7	0	9	4	12	9	5	13	7	13	3	7
dcn_85139	112	212	257	234	0	181	245	241	164	239	152	230	301	204	143
ddr1_85140	6	1	0	5	0	6	0	3	6	3	1	2	3	4	5
btg2_85141	1160	841	820	994	0	1310	868	813	776	948	1069	1141	1077	755	704
casp6_85142	19	15	15	23	0	14	15	34	19	21	10	19	16	25	33
htr6_85143	4	4	0	3	0	6	1	0	1	3	1	0	1	7	6
stambpa_85144	136	99	113	148	0	159	96	118	116	128	167	119	157	130	105
clstn1_85145	74	47	63	79	0	103	52	54	37	43	71	48	106	47	35
igfbp3_85146	30	21	21	30	0	28	16	18	30	11	26	16	22	19	32
zgc:66313_85147	18	19	27	23	0	21	15	24	20	14	25	38	41	49	38
chmp6b_85148	20	23	19	25	0	49	14	25	22	18	26	28	48	25	33
scn4bb_85149	0	2	5	0	0	0	0	4	0	1	0	0	3	1	0
dio3b_85150	3	2	2	2	0	0	1	3	4	1	1	0	3	5	4
st3gal5_85151	185	218	169	215	0	165	210	204	217	176	142	248	195	272	197
bcas2_85152	102	53	96	98	0	149	72	109	84	89	100	64	140	79	82
prkcda_85153	113	95	89	140	0	81	119	134	105	138	139	112	138	94	124
padi2_85154	595	600	607	592	2	557	750	631	659	855	494	597	678	537	511
kcnk1a_85155	12	9	9	17	0	23	13	15	12	9	27	10	20	13	9
akap8l_85156	5	3	4	3	0	4	2	4	5	3	2	0	5	4	2
fkbp5_85157	1	5	4	4	0	2	3	1	2	8	3	0	3	14	8
gnb5b_85158	10	4	7	2	0	6	9	6	5	3	15	4	7	4	3
galnt2_85159	1168	1081	731	1004	1	848	981	873	1114	935	845	1068	950	1153	1022
hnrnph1l_85160	13	8	5	9	0	9	5	5	7	2	34	5	17	10	12
zdhhc6_85161	5	14	20	15	0	17	12	17	13	10	12	9	22	22	8
il4_85162	0	0	1	0	0	2	1	0	0	6	2	0	2	1	0
srd5a1_85163	11	4	11	15	0	12	5	11	8	8	14	9	13	13	20
uqcrq_85164	1184	4261	2389	2012	7	1257	3653	2972	2963	4528	1596	4222	2505	2057	2596
si:ch211-71m22.1_85165	1	0	3	15	0	1	5	5	10	7	3	4	5	3	5
lrp6_85166	53	40	46	36	0	74	36	34	21	32	61	20	52	42	33
gabrd_85167	45	89	72	88	1	63	94	77	72	92	60	86	78	74	61
il17rc_85168	13	9	12	12	0	11	11	6	16	24	9	3	9	15	11
hspd1_85169	29	23	26	21	0	27	22	30	20	15	34	34	27	27	21
tbxa2r_85170	4	5	7	7	0	5	3	4	12	7	6	2	7	16	8
sqstm1_85171	4	0	2	1	0	1	1	3	2	1	1	0	8	5	0
ikbkg_85172	196	126	158	167	0	261	147	173	179	114	202	158	169	173	124
mpx_85173	8	15	23	23	0	20	13	30	20	32	31	14	12	22	9
fkbp14_85174	11	10	5	5	0	16	7	6	6	11	10	4	4	12	9
pfklb_85175	4	4	1	8	0	2	1	4	3	6	5	6	3	10	3
slc29a2_85176	178	166	111	198	0	173	123	135	185	209	119	200	95	142	163
ar_85177	3	8	8	12	0	3	11	3	9	4	12	2	4	5	11
pcdhb_85178	17	36	23	40	0	19	24	20	22	20	22	24	28	25	33
cryabb_85179	3	2	3	4	0	2	1	4	11	5	2	0	1	5	9
cd37_85180	2	8	1	6	0	5	2	5	8	9	4	1	0	8	4
gria4b_85181	19	14	15	18	0	15	12	13	9	19	21	18	9	16	10
arl4ca_85182	57	37	44	47	0	57	42	56	50	54	45	42	25	43	49
pllp_85183	29	18	13	44	0	8	43	22	53	38	13	27	22	40	44
uqcrfs1_85184	10	4	7	9	0	16	12	9	15	15	5	1	17	8	8
vtg7_85185	0	3	1	0	0	0	0	2	2	2	6	0	0	1	0
cndp2_85186	4	2	0	3	0	1	0	2	5	3	4	2	1	8	3
acd_85187	107	65	86	91	0	114	52	79	79	65	83	69	92	76	87
CR381531.2_85188	73	49	45	54	0	58	50	62	55	103	48	45	62	69	96
dek_85189	12	20	27	37	0	31	16	12	17	18	10	14	12	15	13
arntl2_85190	145	236	235	310	0	231	145	270	179	187	129	163	194	171	124
egf_85191	1	0	5	2	0	3	0	2	12	4	5	4	1	6	4
cnr2_85192	3	2	1	2	0	2	0	4	9	4	3	3	0	2	7
pfn1_85193	552	531	777	546	0	585	660	642	551	695	440	535	719	387	387
cst3_85194	133	183	87	212	2	144	143	130	225	210	93	317	124	208	80
zgc:111986_85195	121	116	135	207	0	215	103	191	102	107	153	97	186	95	134
slc35a3a_85196	18	18	14	24	0	30	16	22	26	12	21	12	26	16	22
dad1_85197	189	293	227	183	1	218	333	219	219	258	217	261	250	145	196
slc5a1_85198	1	1	4	1	0	4	3	1	10	1	7	3	2	16	5
CR318624.2_85199	7	12	8	17	0	21	7	10	23	8	7	2	4	7	12
egr2a_85200	3	12	2	12	0	8	7	2	2	5	3	3	7	11	12
cyth1a_85201	8	3	3	10	0	3	5	4	9	5	9	4	6	3	10
ktn1_85202	527	621	460	344	0	524	507	463	367	331	400	448	400	347	322
adam15_85203	6	2	1	13	0	9	2	3	1	1	0	7	3	4	3
slc2a2_85204	23	11	17	18	0	17	9	22	29	14	16	7	14	17	22
BX005105.1_85205	2	2	3	7	0	0	3	3	7	7	2	5	1	25	12
vdac2_85206	324	305	391	332	0	449	269	358	262	290	359	282	462	239	196
tlr1_85207	1	6	6	3	0	2	3	6	4	4	9	11	3	20	9
comtb_85208	9	8	17	12	0	15	10	11	14	10	3	23	9	8	10
lbr_85209	203	367	283	265	0	326	283	311	272	305	187	303	245	187	234
masp2_85210	0	3	8	6	0	2	4	2	5	9	2	4	3	8	2
axin1_85211	30	6	4	18	0	23	9	7	14	13	22	11	5	20	11
lrrc20_85212	12	8	8	12	0	17	13	15	16	10	15	3	12	11	9
slc5a5_85213	2	3	3	4	0	6	2	2	9	6	4	6	2	13	6
coasy_85214	9	7	1	7	0	0	3	8	10	5	6	3	5	9	15
il10rb_85215	362	225	209	333	1	356	282	248	345	268	340	280	272	353	247
cyb5r2_85216	12	3	5	8	0	9	2	15	12	9	3	7	5	19	8
tomm70a_85217	10	5	12	17	0	15	0	8	13	12	19	11	9	16	19
ccr7_85218	0	1	1	2	0	0	0	1	2	0	0	3	0	4	5
nkx2.2a_85219	38	42	46	63	1	54	41	33	53	30	43	34	33	45	29
cyp26b1_85220	327	342	323	363	1	468	313	297	299	241	378	260	291	310	233
srp72_85221	72	53	75	67	0	57	55	90	31	50	73	60	79	27	45
grin2db_85222	26	33	26	50	0	39	24	20	43	27	47	23	25	35	22
pik3c2g_85223	6	3	9	7	0	1	4	4	7	5	9	2	7	4	8
mrps17_85224	296	487	382	361	0	317	471	387	448	476	416	479	368	395	344
rpl6_85225	2133	1989	2374	2170	0	3125	1868	2427	1714	2023	2422	1869	2539	1437	1287
snai2_85226	101	99	123	128	1	133	99	96	78	89	99	81	121	86	79
dnajb6b_85227	141	143	135	121	0	102	103	113	101	117	95	174	140	101	133
esr1_85228	1	3	5	5	0	2	1	4	5	4	1	2	1	9	8
ctsla_85229	1358	1874	1022	321	0	835	1204	1527	279	457	745	1352	1897	377	431
mapkapk5_85230	107	134	141	161	1	110	147	106	118	134	124	86	90	117	108
amer1_85231	189	182	228	207	0	298	170	211	123	118	157	133	170	178	166
atmin_85232	100	70	38	30	0	50	82	26	89	53	73	79	35	76	49
lhfpl6_85233	1	3	1	2	0	6	0	4	9	3	1	3	2	5	3
per1a_85234	5	2	1	12	0	1	2	1	11	7	4	0	0	5	3
mgst1.2_85235	19	24	28	33	0	32	34	40	31	22	37	26	41	21	36
stat3_85236	322	203	230	324	0	280	235	302	301	224	293	340	333	342	227
abcg1_85237	2	1	1	5	0	2	1	1	3	0	2	2	3	6	5
hdhd5_85238	16	11	11	16	0	25	9	14	9	13	27	11	11	16	12
snrpa_85239	32	35	21	41	0	59	19	39	20	27	23	10	38	23	29
amy2a_85240	3	5	1	8	0	0	2	1	10	4	3	0	10	10	14
lama2_85241	28	24	31	22	0	43	27	27	28	13	13	11	43	22	16
ikzf1_85242	3	7	11	9	0	3	4	10	5	4	4	6	2	12	10
bcat1_85243	6	12	15	14	0	13	17	11	10	13	6	7	6	8	12
si:dkeyp-51b9.3_85244	1	16	12	17	0	8	9	8	18	7	20	10	9	17	27
wt1a_85245	8	9	10	10	0	8	8	10	5	13	6	3	6	12	12
rgra_85246	6	3	2	8	0	2	1	2	2	2	2	1	2	6	3
GFOD1_85247	140	74	71	102	0	148	72	80	97	75	134	90	96	92	75
ret_85248	85	115	74	89	0	94	95	70	113	82	106	150	107	110	120
sfrp1a_85249	234	254	202	232	0	197	221	271	209	237	250	265	316	199	230
tmem63a_85250	30	36	29	39	0	63	28	46	24	26	31	48	48	32	24
wnt1_85251	2	1	2	6	0	3	1	6	2	3	3	2	1	9	1
fsta_85252	6	10	13	3	0	8	3	11	6	1	8	1	11	8	14
etv1_85253	6	3	1	6	0	1	1	2	4	3	1	0	2	12	5
cyc1_85254	276	481	520	380	1	352	477	423	288	490	397	347	467	283	265
si:dkey-16l2.17_85255	6	2	1	11	0	6	2	2	6	15	8	7	2	11	10
kctd9a_85256	88	137	103	156	0	126	168	138	149	149	102	170	132	167	144
wnt8a_85257	2	0	0	0	0	1	1	0	0	0	1	0	1	4	0
eci1_85258	20	10	25	27	0	22	17	26	21	16	14	10	35	20	22
sgcb_85259	165	200	186	228	1	179	175	211	178	209	150	155	209	157	135
ppie_85260	4	12	11	10	0	6	8	9	8	10	3	1	9	11	8
cenph_85261	66	27	53	24	0	82	51	59	34	32	61	65	54	78	28
abcc5_85262	335	142	209	256	0	453	152	216	215	150	416	209	363	279	180
mfsd2aa_85263	7	2	6	10	0	6	8	8	12	11	10	11	3	8	12
zmiz1a_85264	96	97	102	139	0	114	99	80	95	92	92	66	92	124	77
map2k4a_85265	60	19	55	57	0	100	23	38	21	30	50	19	51	18	39
isl2b_85266	124	132	122	153	0	133	139	100	103	141	113	97	106	90	100
pcdh2ab12_85267	102	77	130	136	0	111	92	110	72	123	125	86	93	58	69
prx_85268	720	590	660	637	1	912	591	683	528	525	894	571	666	588	608
rb1_85269	146	74	92	128	0	146	72	108	97	63	139	101	111	77	63
ube2t_85270	74	57	65	67	0	71	44	51	53	47	53	59	82	52	41
eif2s2_85271	2329	4425	2966	2922	4	2173	4021	3469	3767	4328	1971	4744	2965	3077	3493
psmd12_85272	1065	1343	1209	1398	2	1070	1443	1374	1225	1418	1031	1376	1518	1091	1072
bin2a_85273	27	38	29	24	0	15	29	26	44	31	23	18	27	14	28
dlgap5_85274	26	42	56	92	0	49	55	68	84	62	45	44	48	60	28
dcun1d4_85275	308	255	264	410	0	354	301	323	324	316	319	320	432	377	339
mmp15b_85276	17	26	21	28	0	25	17	24	20	25	25	7	32	21	17
gtf2a2_85277	12	0	8	8	0	5	4	13	4	5	5	5	8	8	4
nfe2l1b_85278	36	21	35	32	0	34	16	39	33	26	33	26	29	32	26
e2f7_85279	83	76	66	57	0	74	56	84	54	52	67	71	59	78	35
hbl4_85280	1	0	1	8	0	0	1	3	7	3	3	3	3	7	8
hoxb13a_85281	13	15	11	14	0	15	6	4	6	10	9	10	6	14	13
bcl2l13_85282	40	70	60	55	0	74	52	57	69	47	81	46	70	47	52
sult1st3_85283	5	2	2	9	0	6	4	2	10	4	7	0	6	12	3
