X	Ebut_EC20_24h_run1	Ebut_EC20_24h_run2	Ebut_EC20_24h_run3	Ebut_EC20_24h_run4	Ebut_EC20_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
gnb1a_85968	5	13	9	2	1	16	8	5	11	0	11	2	12	2	10
slc1a2b_85969	20	8	18	3	3	10	6	22	5	0	1	7	11	22	4
rbm47_85970	56	88	82	50	31	117	53	56	37	0	88	50	67	74	48
cdk5r1b_85971	12	0	8	19	16	11	3	7	3	0	1	6	5	14	4
mrpl3_85972	5	23	20	16	11	9	11	24	12	0	4	10	13	17	17
eif3c_85973	51	79	59	36	29	76	69	84	50	0	70	52	65	51	31
tnip1_85974	319	276	332	251	226	539	268	302	212	0	533	312	363	197	207
ints6l_85975	20	22	1	8	4	6	9	3	4	0	39	22	1	15	6
actl6a_85976	861	817	889	1029	728	547	962	678	1131	1	575	942	880	1191	1076
cdkn3_85977	30	30	45	39	40	39	41	28	36	0	36	28	28	34	25
hectd2_85978	6	15	13	10	12	8	14	15	3	0	7	12	10	12	9
impdh2_85979	158	233	252	246	155	207	224	230	192	0	186	201	251	226	197
cct6a_85980	7421	6450	7436	7150	7971	4468	8536	6460	9243	1	4544	6899	6512	7871	8567
cltcl1_85981	7	8	7	5	13	22	12	14	10	0	17	13	8	11	7
rai14_85982	227	163	168	113	147	209	127	155	137	0	185	173	135	147	164
angpt1_85983	30	40	54	23	32	49	19	66	32	0	33	37	48	31	48
slc25a6_85984	1	2	2	0	0	2	4	3	1	0	3	3	2	3	3
usp6nl_85985	99	120	121	86	101	68	128	143	89	0	63	122	125	100	122
pnkp_85986	243	210	220	198	207	161	252	189	285	0	228	292	258	229	252
slc7a1_85987	1	5	6	1	4	0	2	0	5	0	2	4	4	2	2
bzw1a_85988	191	178	214	134	124	139	183	206	154	0	188	192	249	143	143
pcdh2ab5_85989	0	2	4	6	4	9	2	8	3	0	4	3	3	8	4
mrpl13_85990	158	297	268	178	157	219	199	211	205	1	217	227	274	209	157
smo_85991	315	382	398	265	279	388	324	381	286	0	394	338	425	251	190
lsr_85992	3	1	2	2	1	3	7	3	1	0	0	1	2	4	1
arf4a_85993	4	2	2	2	1	5	2	1	4	0	2	1	3	4	2
tm2d2_85994	111	71	109	60	68	177	94	116	87	0	182	75	104	88	60
dera_85995	65	68	102	84	71	99	77	115	115	0	80	100	76	83	63
LEPROTL1_85996	176	160	191	187	125	260	130	140	188	0	184	170	197	195	138
mrpl36_85997	65	28	26	78	43	17	30	14	102	0	26	51	28	93	63
akip1_85998	1	0	4	1	0	0	2	0	1	0	0	2	0	1	0
racgap1_85999	33	61	53	37	16	54	53	40	26	0	35	41	70	33	22
b4galt5_86000	6	10	3	3	1	3	8	2	7	0	6	3	3	1	2
adarb1a_86001	11	8	19	20	5	13	15	14	15	0	10	12	15	8	5
cmss1_86002	9	7	5	7	4	6	8	4	5	0	0	8	6	6	6
hist1h2a4_86003	218	174	158	54	27	593	21	133	93	0	35	70	284	88	46
cyp11a1_86004	2	2	0	4	1	11	3	2	5	0	0	0	0	8	7
hmox2b_86005	105	51	90	70	52	120	69	106	69	0	98	71	115	35	74
cyp1b1_86006	5	3	3	6	1	3	3	1	4	0	4	3	6	7	5
pdlim4_86007	8	7	8	7	6	3	4	7	6	0	2	12	3	10	7
ahrrb_86008	0	1	0	1	0	2	4	0	0	0	1	7	3	2	2
tfap2c_86009	150	127	134	96	98	161	141	126	90	0	108	112	173	113	111
zic2a_86010	201	199	251	172	157	176	189	213	168	0	234	197	209	171	172
mbtps1_86011	48	39	53	26	37	64	39	55	29	0	62	51	77	45	21
fpgt_86012	6	3	2	1	3	0	5	2	1	0	2	4	3	2	2
snap25a_86013	11	5	4	6	0	25	5	0	1	0	15	9	3	0	3
cecr2_86014	464	249	408	332	286	414	335	375	352	0	350	284	502	218	212
mindy1_86015	65	95	78	51	78	134	88	126	56	0	109	74	99	59	51
gpc1a_86016	27	35	7	8	26	30	20	11	27	0	20	22	24	36	26
ebna1bp2_86017	493	622	636	536	375	385	502	561	551	0	399	619	620	689	476
txndc9_86018	369	527	180	390	436	389	347	304	423	0	305	654	468	516	554
wnt2_86019	1	0	1	5	2	1	2	1	3	0	1	4	0	2	0
nck2b_86020	239	114	159	169	178	151	227	176	235	0	172	194	185	153	228
e2f8_86021	149	207	242	117	107	219	210	208	135	0	241	199	232	130	108
mmadhc_86022	189	200	194	314	234	172	160	169	281	0	165	201	185	298	253
chrd_86023	38	41	18	20	23	38	36	36	22	0	57	24	23	17	45
tent5c_86024	122	71	95	109	133	123	130	90	135	0	106	160	97	116	174
ace_86025	7	4	2	8	1	4	5	5	5	0	3	5	5	1	4
rpn1_86026	126	156	148	162	99	179	114	103	124	0	154	166	148	127	120
duox2_86027	22	29	18	13	23	33	16	9	37	0	42	28	28	18	39
pdgfbb_86028	3	8	1	1	2	4	1	2	0	0	7	5	3	6	1
scn1ba_86029	3	2	1	2	0	4	3	4	6	0	1	2	4	2	4
vsx1_86030	13	16	15	9	4	12	18	13	6	0	8	12	17	5	3
fabp1a_86031	6	0	0	3	2	0	3	0	3	0	3	1	5	1	3
ptprc_86032	9	16	7	7	5	7	15	7	12	0	7	4	3	13	30
mtmr2_86033	4	5	4	3	1	12	4	10	1	0	5	1	10	1	3
ugt1a2_86034	4	16	12	12	12	41	5	5	2	1	25	14	16	8	7
smpdl3a_86035	14	5	9	5	5	14	6	9	10	0	8	8	4	7	8
mrpl40_86036	8	8	7	5	5	5	5	5	1	0	4	5	4	4	0
nsmfa_86037	107	82	49	95	158	95	67	63	79	0	106	99	46	63	140
bmp4_86038	18	34	51	11	17	41	35	39	13	0	40	43	34	21	36
hmgcra_86039	1	5	2	4	0	3	5	3	3	0	1	1	3	3	1
syne2b_86040	97	63	95	80	51	125	98	91	77	0	99	81	121	63	42
il1b_86041	3	1	2	3	0	3	3	3	1	0	0	0	1	0	6
klf9_86042	13	11	10	8	6	11	6	19	20	0	11	8	11	13	11
lcp1_86043	9	13	6	14	8	18	9	4	7	0	5	17	13	9	7
map2_86044	13	8	13	4	6	16	14	9	14	0	12	8	15	9	2
rpp40_86045	8	4	13	4	11	9	3	11	6	0	6	10	12	9	6
npas4a_86046	1	2	3	5	0	0	4	0	1	0	0	5	3	4	1
slc5a6a_86047	2	9	5	6	9	16	3	11	8	0	16	3	9	3	6
slc37a4b_86048	9	14	27	12	14	15	12	23	21	0	31	19	15	8	7
lhcgr_86049	3	2	6	4	2	0	4	2	1	0	2	8	5	1	0
igfbp7_86050	1	1	2	1	3	2	9	2	2	0	0	3	0	4	2
pdcd6ip_86051	14	9	17	19	5	21	5	8	7	0	24	7	25	7	9
cltb_86052	19	29	40	30	12	8	15	49	21	0	25	31	28	38	11
cdx1b_86053	3	2	2	6	0	0	2	1	3	0	2	2	2	6	5
mbnl2_86054	49	91	82	35	37	125	65	103	44	0	154	59	107	36	41
gpia_86055	6	6	10	5	3	8	7	11	5	0	8	5	14	10	4
nme4_86056	6	0	2	2	0	1	2	3	3	0	3	1	2	0	8
htatsf1_86057	191	232	225	178	172	314	162	209	167	0	253	214	267	203	152
si:ch73-248e21.1_86058	30	40	50	44	36	42	37	76	44	0	54	33	42	38	33
dync1h1_86059	958	945	1065	842	640	1731	967	1096	862	0	1507	1087	1270	792	664
pak6a_86060	4	1	3	2	0	1	0	3	6	0	1	8	2	2	5
ap2m1b_86061	4	6	2	3	0	6	0	3	0	0	2	2	2	0	0
ciao2b_86062	112	153	178	158	89	131	160	136	174	0	128	171	218	183	153
sdhb_86063	43	58	74	27	28	74	43	53	27	0	78	45	66	42	31
atp5s_86064	35	23	24	18	10	33	15	18	17	0	20	13	15	16	20
depdc1a_86065	4	9	6	8	3	12	3	12	6	0	15	12	10	4	8
g0s2_86066	2	2	2	0	0	5	2	2	8	0	2	0	5	0	7
gpx4b_86067	11	21	15	6	8	20	16	18	9	0	23	25	17	15	5
ptger4a_86068	1	4	0	2	1	4	0	1	1	0	1	1	8	0	2
hcst_86069	1	4	8	0	5	5	5	7	4	0	2	13	6	4	2
tph1b_86070	2	10	4	8	0	13	2	3	14	0	0	7	9	10	5
cdt1_86071	2	2	1	2	2	4	4	2	5	0	3	0	0	1	2
pou3f1_86072	562	716	983	701	599	660	664	806	575	1	698	775	690	658	527
glrx_86073	40	49	47	63	28	55	49	51	60	0	57	64	44	59	43
jak2b_86074	10	7	6	11	4	4	14	12	5	0	10	11	6	7	1
rps6ka1_86075	21	30	28	32	22	34	24	29	29	0	30	27	22	29	27
mycbp_86076	161	189	250	153	115	159	159	143	173	0	152	204	224	195	121
plod1a_86077	80	122	112	93	82	121	118	107	112	0	145	104	113	83	98
dusp1_86078	236	256	352	228	172	371	257	397	244	0	341	274	364	317	246
pparab_86079	4	0	1	4	3	4	1	1	2	0	4	0	6	6	1
ctcf_86080	129	156	218	34	169	456	276	248	259	0	104	280	363	31	171
nt5dc2_86081	181	116	180	188	140	68	149	148	243	0	106	177	155	256	168
jade2_86082	4	2	1	8	0	7	2	10	2	0	2	4	6	3	7
pdgfrb_86083	12	8	8	12	17	6	10	12	10	0	13	12	19	9	7
lamc2_86084	2	0	3	2	4	2	0	6	0	0	3	3	2	2	7
mylka_86085	6	1	7	6	4	7	6	4	8	0	4	7	8	4	5
dck_86086	18	17	17	2	1	34	13	26	11	0	29	22	29	10	12
ppargc1a_86087	83	76	82	59	62	82	65	79	47	0	91	87	89	55	64
dla_86088	142	150	140	197	156	143	171	92	168	0	158	146	151	160	178
scn12aa_86089	3	1	0	2	0	0	3	5	1	0	1	1	3	4	5
nr2f6a_86090	42	80	64	28	35	106	65	96	33	0	112	64	64	39	34
cemip2_86091	738	634	706	724	661	633	784	732	854	0	687	789	792	698	750
tnni1b_86092	1	0	1	4	0	0	2	0	5	0	3	0	11	0	0
ccdc80l1_86093	23	33	21	19	10	29	21	50	13	0	36	18	32	23	11
aurkb_86094	77	132	116	72	37	124	100	122	62	1	158	77	129	54	44
clk2a_86095	36	63	68	30	41	110	51	72	38	0	80	51	63	43	34
txnl4b_86096	4	2	7	4	6	2	2	8	10	0	6	4	13	2	10
ighv13-2_86097	6	7	0	38	2	7	3	2	5	0	4	53	2	4	4
plekha7b_86098	35	27	43	18	11	33	16	48	15	0	46	26	51	12	16
dio2_86099	5	2	0	1	3	4	4	4	4	0	1	1	0	3	4
samd11_86100	11	21	17	7	6	49	7	10	5	0	44	9	15	9	6
psma1_86101	127	203	193	140	105	201	75	134	164	0	162	140	214	192	100
tmppe_86102	10	6	10	6	4	6	6	8	5	0	6	8	13	8	5
papss1_86103	15	11	16	4	2	50	5	26	5	0	26	9	12	14	3
eif3ea_86104	0	3	4	0	3	0	1	1	1	0	3	1	4	3	0
pgr_86105	0	2	1	1	0	0	4	0	0	0	1	1	1	5	5
rab25b_86106	1	1	3	1	1	6	0	0	3	0	4	1	3	1	4
ttk_86107	4	3	3	4	0	0	6	1	3	0	1	2	3	4	9
pdgfc_86108	3	0	0	1	0	0	0	0	0	0	0	2	2	1	2
m17_86109	0	0	0	2	1	1	0	0	0	0	0	0	0	2	4
usp22_86110	19	11	23	9	11	15	9	25	9	0	34	13	26	12	11
ugdh_86111	801	589	632	684	654	565	828	785	826	1	598	745	707	712	861
hspa5_86112	1806	1492	1573	1530	1482	1165	1991	1677	1598	1	1332	1938	1633	1521	1965
eps8l3b_86113	1	0	1	0	0	0	1	1	0	0	0	0	0	1	4
slc26a2_86114	33	28	46	24	14	33	27	37	20	0	22	27	41	29	36
psmd3_86115	18	13	6	8	8	4	13	3	16	0	7	3	10	13	10
rac1a_86116	102	214	234	180	110	127	160	174	140	0	171	218	206	214	107
kif15_86117	16	13	22	16	8	9	12	20	11	0	16	19	14	8	7
btr21_86118	0	1	1	0	2	3	3	0	0	0	0	0	2	1	1
cygb1_86119	34	29	53	26	12	39	16	40	19	0	29	28	47	26	17
arl6ip1_86120	692	816	784	648	544	686	663	842	767	0	663	766	743	887	631
vegfd_86121	10	12	26	12	19	17	30	19	9	0	16	40	41	11	16
ppic_86122	5	1	0	0	0	1	0	2	2	0	0	0	0	3	1
sec11a_86123	0	7	4	0	12	8	13	6	7	0	6	9	8	0	14
gtf2h2_86124	13	20	30	23	23	43	24	45	18	0	20	24	26	19	17
tbc1d9_86125	1	2	0	1	0	0	2	0	1	0	2	8	5	2	1
phc1_86126	187	147	239	174	131	152	170	186	213	0	111	199	238	184	135
hoxa5a_86127	38	40	48	19	18	54	41	36	12	0	53	36	56	20	23
mmp19_86128	4	0	1	4	0	3	5	8	5	0	1	5	4	3	3
heatr1_86129	647	512	561	625	750	494	787	604	839	0	499	652	600	645	759
srsf1b_86130	836	719	805	906	1082	1012	914	728	1012	2	783	953	772	919	1111
zeb2b_86131	163	127	177	166	193	72	179	147	148	1	78	168	132	126	198
si:ch73-211l2.3_86132	2	0	3	0	1	6	1	0	2	0	1	2	2	6	2
pdhb_86133	1106	851	1351	1617	1120	748	1020	1376	1528	1	745	1011	709	1850	1927
lss_86134	4	4	6	5	0	5	9	6	6	0	4	4	1	3	0
sfxn5a_86135	3	4	0	3	0	1	6	0	1	0	0	2	3	2	1
ror2_86136	43	38	68	42	33	45	42	42	35	0	54	47	59	34	23
ctnnb1_86137	5058	5591	6428	5018	3769	2876	5801	5406	5535	1	3630	5923	6183	5596	5059
btr32_86138	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
polr1b_86139	127	95	147	90	99	31	92	97	111	0	78	29	112	147	61
cxcl12a_86140	432	328	373	363	342	308	384	470	459	0	346	371	395	369	296
glud1a_86141	12	30	25	17	12	47	23	34	18	0	25	20	16	14	13
drd6b_86142	1	3	3	5	1	3	1	8	1	0	4	4	2	2	4
tmem126a_86143	0	3	3	2	3	4	2	6	0	0	6	4	14	3	5
slc26a3.1_86144	0	3	1	0	0	3	1	9	8	0	0	3	4	6	7
kdm5c_86145	540	551	608	531	465	850	587	609	566	1	817	585	587	497	414
dsc2l_86146	265	214	244	305	293	178	311	203	332	0	163	213	205	345	298
psenen_86147	106	143	133	102	80	168	121	146	94	0	141	127	132	98	101
selp_86148	0	0	0	0	0	1	0	2	0	0	0	1	0	1	5
sgk2a_86149	230	232	207	350	213	270	274	279	330	0	194	274	213	374	320
greb1_86150	9	6	16	11	8	19	14	15	9	0	22	10	14	6	11
id3_86151	6	3	13	5	4	17	5	12	6	0	22	12	5	9	7
tgfbr2b_86152	197	197	240	211	196	267	214	235	179	0	228	226	219	191	242
pkib_86153	19	14	10	7	11	17	13	5	12	0	18	18	12	9	18
grin2cb_86154	4	5	4	4	8	6	4	0	10	0	0	4	4	1	1
agt_86155	6	2	1	2	0	0	5	3	2	0	1	3	1	3	8
BX957322.1_86156	1	2	4	5	0	0	3	11	3	0	0	5	4	3	5
arhgef2_86157	15	26	11	17	4	1	20	16	33	0	21	12	21	17	4
bard1_86158	8	9	19	1	3	8	4	14	8	0	12	2	8	5	7
myf5_86159	38	49	53	27	32	92	32	54	31	0	89	39	51	35	23
crhb_86160	7	3	0	5	5	5	3	1	2	0	1	4	8	11	3
slc6a6b_86161	2	1	3	2	0	0	2	2	0	0	1	2	2	3	4
id1_86162	2930	2965	3645	2420	2155	3251	2939	3789	2875	1	4374	2989	4146	2742	2134
hbae5_86163	15	42	35	38	25	39	23	57	30	0	34	24	54	29	28
mms22l_86164	95	101	142	95	71	86	125	101	95	0	107	125	158	99	80
mvp_86165	246	355	333	381	164	512	269	509	298	0	322	302	406	371	317
nolc1_86166	396	520	634	473	330	702	596	673	539	0	811	577	629	577	294
myo18aa_86167	101	113	158	115	135	157	116	149	116	0	108	129	115	123	130
rfng_86168	151	176	204	143	104	168	169	188	163	0	197	191	225	133	114
plekhh1_86169	298	251	329	216	239	337	272	330	242	0	371	307	398	232	224
si:ch211-79l17.1_86170	90	105	118	54	58	200	75	117	72	0	199	80	95	82	73
eif3s10_86171	378	505	720	468	236	521	401	542	473	0	449	554	662	468	300
gsta.2_86172	4	6	8	5	0	5	2	0	1	0	0	3	9	0	3
becn1_86173	54	71	67	58	24	45	49	55	38	0	72	53	69	43	33
ap2b1_86174	41	45	74	50	26	45	42	85	45	0	53	53	90	54	44
slc7a8b_86175	8	2	1	8	2	4	4	0	3	0	9	6	4	4	8
shc1_86176	130	125	132	92	109	167	108	99	97	0	118	148	132	99	95
ndst3_86177	0	2	3	0	0	2	5	6	0	0	6	6	5	0	2
scn2b_86178	0	5	4	5	3	8	1	8	4	0	5	2	4	1	3
skp1_86179	3608	3241	3346	3364	3887	2907	4182	3162	3869	2	2758	3156	3319	2878	4911
si:ch211-139g16.8_86180	2	2	0	11	6	0	2	7	3	0	4	3	6	6	8
ak2_86181	134	152	177	143	61	125	121	152	135	0	124	94	177	139	78
atraid_86182	37	46	41	53	27	49	33	52	42	0	30	35	44	52	33
rpl27_86183	1558	2523	3024	1953	1277	1799	1959	1858	2192	1	1517	2357	2725	1979	1552
krt18_86184	334	296	422	219	151	606	288	477	257	0	587	322	463	237	206
cenpw_86185	74	46	27	39	16	19	34	53	106	0	39	103	43	54	86
stk11_86186	12	5	9	8	7	63	9	10	12	0	30	21	12	8	6
per1b_86187	17	20	25	14	17	17	18	24	21	0	20	24	40	14	20
si:dkey-46i9.6_86188	13	14	13	22	20	1	26	7	15	0	14	18	33	15	34
hist1h2a5_86189	228	332	333	249	176	517	305	341	196	0	419	335	385	219	173
prg4b_86190	2	9	15	17	3	24	9	5	4	0	9	3	14	13	10
hk1_86191	57	104	107	59	82	45	80	98	53	0	113	75	142	64	46
chrnb3a_86192	5	1	7	7	4	10	0	5	0	0	15	0	14	5	4
GJD4_86193	80	62	63	84	74	75	107	115	122	0	50	85	87	68	136
nr2e1_86194	37	40	47	30	32	45	25	30	27	0	50	30	47	28	27
dnm1b_86195	18	12	13	7	8	21	12	6	5	0	15	10	7	13	0
pgm1_86196	1	2	7	2	3	7	2	8	4	0	3	7	3	2	8
eno2_86197	3	6	6	5	0	4	3	9	2	0	8	1	7	4	3
lgi1b_86198	7	8	14	8	6	12	15	13	12	0	2	17	7	16	4
CABZ01066312.1_86199	4	1	0	3	0	4	0	0	0	0	4	1	0	0	0
dynll1_86200	937	1011	945	1404	975	835	1115	1050	1513	0	927	1145	1143	1519	1128
apex1_86201	78	103	93	52	32	174	67	91	36	0	127	60	86	49	41
ndufv3_86202	41	64	74	44	41	34	38	45	51	0	51	60	52	63	54
gal3st4_86203	119	111	136	117	91	116	96	140	137	0	98	136	151	120	139
prkar1aa_86204	21	36	45	30	12	43	36	26	26	0	39	40	42	28	22
mpz_86205	39	12	15	11	7	23	10	21	16	0	40	12	20	10	23
desma_86206	12	25	41	22	23	19	24	33	14	0	18	18	35	21	12
veph1_86207	4	4	3	8	4	9	12	3	4	0	7	6	5	9	7
asf1ba_86208	24	29	38	37	17	56	16	41	35	0	54	23	40	18	15
si:dkey-243i1.1_86209	10	13	10	16	5	24	15	14	5	0	8	9	9	6	4
sgca_86210	5	1	2	5	5	2	4	0	5	0	1	1	4	3	2
si:ch73-168d20.1_86211	9	3	5	11	3	7	8	7	6	0	2	1	3	3	2
msi2b_86212	232	210	248	181	157	330	200	225	204	2	388	233	204	183	126
pi4kab_86213	14	4	14	8	10	15	5	3	3	0	24	5	4	3	4
pclaf_86214	193	223	278	146	114	362	182	247	171	0	364	249	297	129	110
neurod1_86215	16	17	26	15	3	25	10	17	16	0	11	17	15	5	9
sos1_86216	22	29	22	8	14	52	18	39	9	0	54	24	18	8	7
apln_86217	20	13	20	8	8	12	12	20	10	0	16	18	18	9	12
pik3r4_86218	6	12	18	12	11	40	13	24	10	0	13	8	24	17	13
fam3a_86219	824	720	730	747	645	867	741	943	792	1	852	720	886	796	778
sfrp2_86220	17	26	16	18	17	9	17	19	12	0	9	16	18	19	12
lpgat1_86221	941	595	479	557	752	650	795	829	767	0	766	822	661	599	813
med21_86222	90	156	197	120	89	112	134	137	143	1	163	163	170	145	92
slc30a2_86223	13	18	17	31	12	9	11	14	19	0	6	14	25	14	16
adgrg6_86224	6	4	1	2	3	7	7	12	3	0	7	6	0	3	10
spcs2_86225	77	124	130	113	103	86	118	96	139	1	95	112	124	139	147
plekhj1_86226	11	5	4	0	0	20	6	21	2	0	4	7	12	9	1
ndufb3_86227	368	464	552	474	252	459	472	542	441	0	477	520	680	545	359
CDK2AP1_86228	274	298	372	352	366	140	359	253	359	1	153	408	426	409	460
znf395a_86229	10	8	2	3	3	1	6	2	6	0	5	5	6	0	7
paxip1_86230	77	109	125	86	73	155	95	141	103	0	151	82	175	109	66
avpr1ab_86231	5	6	3	3	2	8	2	12	5	0	1	11	2	7	3
rbm15b_86232	11	8	9	2	1	33	14	12	5	0	26	11	14	7	9
slc18a2_86233	5	2	0	6	0	3	1	7	1	0	1	0	3	2	4
dnajc15_86234	8	20	22	20	3	32	14	28	15	0	24	21	33	22	14
igf2bp2a_86235	38	18	61	17	22	58	22	46	26	0	42	26	47	24	16
mmp9_86236	4	3	0	4	1	5	4	1	8	0	4	7	1	1	14
nfatc3a_86237	53	55	59	53	15	130	34	46	12	0	63	52	48	26	26
creb5b_86238	24	36	39	30	48	73	28	72	37	0	59	35	43	31	20
ighd_86239	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
manba_86240	16	6	11	13	7	21	5	7	9	0	7	15	7	7	9
mrpl58_86241	11	14	9	8	8	32	15	32	9	0	37	20	36	16	5
nup133_86242	127	120	140	112	105	123	101	130	143	0	104	151	163	152	137
nfatc4_86243	28	17	21	17	12	43	22	33	5	0	53	13	30	10	16
apc_86244	1	0	0	1	0	2	0	0	1	0	1	0	3	0	0
slc22a2_86245	10	16	9	21	12	106	17	26	5	0	19	11	14	13	11
cyp39a1_86246	3	6	1	8	2	14	6	2	6	0	5	5	0	13	4
nr3c1_86247	19	18	39	26	34	72	38	57	25	0	37	19	35	38	46
dlg3_86248	7	5	2	15	9	11	13	3	2	0	9	6	4	9	7
akt1_86249	61	60	47	25	20	74	50	77	33	0	61	30	85	39	32
gli2a_86250	358	277	394	329	257	250	289	331	375	0	210	353	330	352	313
pcdh2ab2_86251	28	14	8	32	9	13	22	17	12	0	13	27	20	19	31
khdc4_86252	0	0	0	2	0	3	2	1	1	0	2	0	4	4	0
eif4ebp1_86253	11	21	26	20	15	11	19	15	18	0	15	18	18	20	8
ppm1ba_86254	3	1	9	4	5	5	4	12	4	0	1	3	0	3	1
tshba_86255	5	1	3	5	0	3	3	7	1	0	0	3	1	6	1
papola_86256	130	109	165	136	119	137	154	139	193	0	130	159	169	153	140
syngr3a_86257	0	0	0	0	1	2	1	0	2	0	0	1	1	1	0
hmha1a_86258	5	9	4	9	10	5	2	5	6	0	12	4	11	7	9
ccnb1_86259	1291	760	1176	971	754	839	830	606	1392	0	784	1008	795	800	1328
tnni3k_86260	12	55	30	31	18	17	37	34	26	0	43	57	27	32	19
xpnpep1_86261	75	70	108	58	88	117	68	110	62	0	114	77	104	57	56
BX323596.1_86262	2	1	0	1	0	0	5	0	0	0	7	0	4	1	3
olig1_86263	2	1	0	2	3	2	0	4	0	0	1	2	2	0	0
dab2_86264	7	9	11	7	2	16	7	8	10	0	5	4	10	6	2
dlx3b_86265	68	142	92	74	64	177	126	209	92	0	309	130	172	67	65
ikzf2_86266	6	5	4	4	3	24	4	7	3	0	1	4	9	5	7
pparg_86267	31	43	54	43	47	53	48	87	60	0	62	56	76	57	52
rtn2a_86268	11	35	45	41	20	18	25	56	16	0	26	25	59	45	18
oclna_86269	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
ndufa4_86270	1	0	2	2	1	0	1	0	0	0	0	1	1	0	1
tmco1_86271	487	667	599	734	677	419	728	661	809	0	595	727	599	874	815
mxd3_86272	24	30	38	16	14	86	19	61	25	0	67	42	45	18	10
pparda_86273	35	33	46	25	27	64	18	48	22	0	71	34	38	17	18
vegfc_86274	14	11	11	5	16	24	16	17	13	0	15	19	17	12	10
rps27.2_86275	3245	4994	6729	7882	4951	1585	4779	3545	7314	3	1493	5750	5399	8249	8126
isl1_86276	11	14	12	8	5	37	10	11	6	0	38	8	13	10	14
ap1m2_86277	4	1	1	3	4	1	1	3	0	0	1	4	3	1	1
ccl35.1_86278	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
clic4_86279	224	333	404	408	199	211	291	242	376	0	265	359	372	415	259
cpsf4_86280	19	13	13	10	8	26	19	18	7	0	14	17	23	16	9
klhl21_86281	82	118	121	69	58	196	86	112	72	0	130	100	162	75	69
sec23a_86282	20	17	15	9	6	47	22	16	6	0	28	18	34	6	6
traf3ip2l_86283	96	105	115	90	79	60	103	85	119	0	46	108	93	100	120
scg5_86284	2	5	1	3	0	8	3	7	2	0	0	3	3	10	3
sptlc2a_86285	28	22	28	22	26	44	32	42	16	0	44	37	39	30	16
selenbp1_86286	6	3	3	4	3	5	6	16	7	0	8	5	14	5	5
aars_86287	233	129	170	81	180	365	236	133	199	0	113	237	261	72	130
ttc4_86288	58	52	68	50	30	45	38	60	72	0	73	50	54	64	38
nfyba_86289	2267	1971	2482	2083	1834	1967	2122	2178	2303	1	1909	2273	2343	2225	2180
dhcr7_86290	1	0	1	0	0	1	2	2	3	0	3	0	2	1	4
cpox_86291	161	183	164	137	141	170	238	156	168	0	309	196	180	129	146
rnf167_86292	60	59	52	53	44	155	50	56	51	0	94	47	62	32	42
pxmp2_86293	4	5	3	13	9	2	3	3	5	0	2	6	3	6	4
GTPBP8_86294	5	0	5	3	4	0	2	1	11	0	1	3	0	5	4
zdhhc16b_86295	16	6	7	3	1	4	3	0	3	0	13	7	3	4	3
hspb8_86296	55	99	108	74	67	64	83	110	65	0	65	88	119	90	86
rlbp1b_86297	1	0	0	2	0	0	0	0	1	0	1	2	0	0	0
rpl9_86298	29354	26585	33731	25917	25559	24601	31326	29739	31326	18	27047	30055	33506	26815	28668
paics_86299	50	48	44	41	30	78	39	50	35	0	52	45	43	49	40
scoca_86300	160	246	249	224	148	122	186	200	227	0	166	172	170	250	191
dpysl3_86301	8	4	5	3	1	13	3	3	2	0	6	5	14	8	1
kank2_86302	18	28	18	11	4	8	6	10	15	0	26	10	10	14	10
tatdn2_86303	3	1	1	4	2	1	5	0	1	0	1	2	3	1	2
idh3a_86304	951	731	889	986	949	606	872	933	1209	1	482	852	809	1105	1294
zgc:173581_86305	22	20	8	18	13	10	36	14	14	0	14	10	11	14	25
bnc2_86306	10	21	28	21	9	15	17	20	8	0	11	26	21	10	13
esrp2_86307	4	9	5	10	6	6	6	12	4	0	15	5	7	7	2
zgc:194224_86308	28	26	27	30	21	34	28	18	41	0	29	23	28	26	22
grin1a_86309	9	15	9	14	4	10	15	12	16	1	12	16	8	11	18
fcer1g_86310	1	4	8	0	1	10	3	0	4	0	1	10	5	2	5
slc10a1_86311	2	3	1	1	0	4	5	1	3	0	3	0	5	4	0
phkb_86312	29	8	27	19	5	38	16	17	13	0	26	15	22	10	10
rrs1_86313	327	351	420	459	256	440	362	420	394	0	383	408	491	471	477
selenos_86314	6	6	0	1	0	6	4	5	1	0	8	13	8	2	5
sec63_86315	870	643	591	802	928	641	859	784	977	0	540	747	707	887	1062
arntl1a_86316	0	1	1	6	1	0	0	7	4	0	2	3	4	0	2
arpc3_86317	1656	1659	1607	1810	1568	852	1729	2195	2317	1	971	1806	1695	2376	1753
st3gal4_86318	37	36	72	20	23	37	28	62	21	0	49	20	40	42	20
mrps16_86319	13	5	8	1	2	12	11	1	3	0	3	6	5	5	10
cyp2aa11_86320	35	16	26	31	30	29	29	17	40	0	35	18	26	31	35
smad4a_86321	72	73	78	68	37	159	70	83	68	0	119	76	74	41	56
