X	Mhex_1.2EC10_24h_run1	Mhex_1.2EC10_24h_run2	Mhex_1.2EC10_24h_run3	Mhex_1.2EC10_24h_run4	Mhex_1.2EC10_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
tcea2_86503	73	46	72	48	64	65	64	90	51	0	105	48	101	36	34
lgi1a_86504	152	101	135	149	184	199	157	202	138	0	231	137	180	106	119
evla_86505	220	166	237	276	354	197	241	258	296	0	210	231	253	265	278
insl3_86506	3	7	1	0	4	4	1	5	1	0	5	5	1	1	2
hoxd10a_86507	40	26	27	20	20	58	27	28	25	0	34	29	24	19	20
psmc1a_86508	310	151	169	346	95	541	241	220	228	0	322	142	437	181	93
abcf1_86509	92	265	562	101	1045	56	17	429	274	0	173	268	289	446	571
sash3_86510	2	6	1	3	10	1	1	8	3	0	6	2	2	4	7
tnfrsf21_86511	3	3	0	1	1	3	1	5	5	0	2	1	4	0	0
hook2_86512	6	16	10	18	13	43	9	23	10	0	39	15	18	12	12
btr18_86513	6	3	0	3	0	0	2	4	4	0	3	1	5	3	0
pibf1_86514	203	162	228	264	280	326	266	229	282	0	210	233	231	210	252
cyp2aa1_86515	4	1	3	2	6	3	2	2	5	0	6	7	5	5	1
s100a1_86516	19	16	17	8	24	29	13	24	18	0	14	22	20	19	18
pou5f3_86517	5	2	0	2	1	6	6	3	3	0	0	4	4	1	1
cldnj_86518	30	23	35	37	21	9	29	27	20	0	33	42	56	29	17
insig1_86519	5	6	2	4	1	1	4	2	5	0	0	3	4	7	7
hmgb1b_86520	134	115	124	120	133	120	117	122	137	2	80	147	177	82	89
fcer1gl_86521	10	3	10	3	6	3	1	1	0	0	0	3	4	6	2
sh3glb1a_86522	137	39	69	57	70	115	64	94	69	0	112	97	102	104	77
mtor_86523	204	212	230	246	216	348	210	288	235	0	308	192	260	199	167
ephx5_86524	2	2	2	1	0	5	1	5	1	0	4	2	2	1	0
cyp2aa8_86525	326	201	402	214	200	734	348	695	163	1	315	348	358	299	247
si:dkey-188i13.6_86526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
supv3l1_86527	4	6	4	11	5	5	0	2	1	0	16	6	1	7	3
csf1rb_86528	8	11	1	9	7	8	8	14	7	0	3	6	4	1	9
sgk3_86529	1	5	1	6	2	7	10	5	6	0	5	6	3	4	6
wu:fd46c06_86530	5	0	2	0	2	0	6	0	4	0	1	0	1	2	0
cbwd_86531	3	5	2	0	0	0	0	2	0	0	3	0	2	1	2
hif1al_86532	187	91	118	91	98	214	116	152	91	0	181	130	169	102	70
arl1_86533	6	6	5	8	6	8	7	16	5	0	9	8	12	3	11
tph1a_86534	2	2	2	6	1	5	3	4	1	0	4	0	2	0	4
crk_86535	10	22	18	13	8	15	14	23	10	0	21	7	18	9	5
prrx1a_86536	7	5	2	5	3	4	3	6	2	0	7	0	4	9	2
nenf_86537	17	30	12	30	18	13	19	16	30	0	19	27	30	22	14
cyp3a65_86538	6	0	1	0	1	13	5	3	3	0	7	1	4	2	5
neu4_86539	5	5	1	6	3	2	0	3	3	0	4	7	0	6	16
ormdl3_86540	5	5	4	5	1	6	8	0	3	0	4	2	7	9	1
slc5a3a_86541	4	3	0	1	1	8	0	1	5	0	2	5	1	0	0
fbxo5_86542	153	141	153	134	105	290	127	167	88	0	305	165	230	79	92
prkag2b_86543	17	4	9	22	19	15	11	17	12	0	23	6	22	14	12
gata6_86544	147	97	177	185	153	338	144	188	168	0	244	171	164	154	107
slbp_86545	2111	2000	2840	3411	3547	1836	3005	2259	3910	0	1722	2371	2055	3462	4113
eef2l2_86546	20	35	40	36	45	47	39	44	10	0	25	30	48	33	34
nek2_86547	158	194	270	335	342	180	279	252	324	0	196	252	234	231	285
rca2.2_86548	0	1	2	7	1	1	3	0	4	0	1	1	3	2	1
nos1_86549	538	442	545	653	553	661	528	688	561	0	510	584	616	532	418
traf6_86550	62	49	28	36	27	99	43	82	28	0	51	35	41	26	35
cel.2_86551	6	1	1	2	2	0	2	2	5	0	3	5	3	8	2
gins1_86552	291	281	304	307	274	278	229	379	307	0	284	273	348	294	237
mtnr1ab_86553	1	1	3	0	4	6	7	6	3	0	5	2	6	8	3
glb1_86554	44	32	41	35	52	51	61	42	33	0	36	39	36	37	35
myl4_86555	0	2	0	2	3	6	1	3	3	0	0	0	5	2	4
acta1a_86556	1771	1146	2192	2324	1560	1042	1030	1606	2291	0	924	1437	2071	2897	1515
mki67_86557	2248	1898	2345	2453	2377	2363	2061	2250	2145	2	2175	2177	2674	2258	1686
mrpl15_86558	634	548	824	945	877	434	828	627	1028	0	423	743	697	775	1099
eps15_86559	114	83	37	31	48	60	31	34	35	0	55	31	54	18	19
adra2b_86560	11	8	4	3	6	6	6	12	6	0	5	4	10	3	8
dpm2_86561	15	19	23	10	18	29	19	9	33	0	12	14	33	31	16
vtg5_86562	1	5	2	7	9	7	8	7	3	0	2	10	6	5	18
ptgfr_86563	0	2	0	4	2	1	2	0	4	0	3	2	3	4	2
etfa_86564	36	28	10	17	21	27	43	32	27	0	25	28	28	23	8
parvb_86565	0	1	1	2	2	5	1	8	4	0	1	3	5	1	5
zap70_86566	6	4	0	2	3	0	1	2	4	0	4	2	2	5	5
snx7_86567	39	22	41	34	49	53	52	61	40	0	53	52	22	44	29
arsj_86568	27	21	27	24	15	42	29	17	21	0	20	14	35	17	15
btr26_86569	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0
tg_86570	0	2	2	2	3	0	2	7	1	0	1	0	2	7	0
acadl_86571	35	23	37	39	22	42	35	52	19	0	60	18	31	28	25
gria1b_86572	3	5	2	5	1	3	2	2	1	0	2	4	0	0	4
ctsc_86573	17	11	15	6	3	25	10	26	13	0	29	13	20	32	13
rnls_86574	6	11	13	10	15	16	8	8	8	0	17	18	10	6	7
ccl35.2_86575	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0
tp53_86576	103	92	229	102	75	92	65	103	116	0	79	99	106	113	69
msmo1_86577	0	2	1	1	1	4	5	2	0	0	2	2	0	1	1
otog_86578	1	8	2	3	6	1	7	5	0	0	0	4	5	2	1
pdia5_86579	197	176	285	279	313	212	260	209	284	0	216	238	217	273	327
tnfa_86580	3	1	0	0	3	5	5	3	1	0	3	1	4	3	2
tmx2b_86581	224	172	270	222	203	184	262	241	245	0	165	286	286	250	188
med1_86582	296	181	246	272	289	314	189	240	218	0	305	229	226	283	207
zbtb41_86583	100	57	80	60	94	98	62	113	79	0	101	76	60	66	51
nfkbie_86584	1	11	4	4	3	9	5	2	7	0	4	4	3	10	9
chrna4b_86585	3	0	0	4	0	4	0	2	2	0	3	2	1	1	0
aldh9a1a.1_86586	130	84	114	59	54	215	105	256	64	1	174	112	159	77	47
rpl36a_86587	323	232	258	265	246	323	318	322	228	0	318	332	440	298	226
poc1bl_86588	10	3	1	7	3	4	1	9	6	0	9	12	6	3	8
triap1_86589	12	9	7	4	6	4	7	10	3	0	13	9	9	3	6
pitpnab_86590	5	2	1	2	2	7	4	3	1	0	3	8	9	3	1
espl1_86591	249	248	330	294	307	432	297	277	335	1	317	312	328	279	291
pak4_86592	31	10	9	15	6	25	7	36	3	0	26	22	43	5	5
bcl2b_86593	0	2	0	1	1	0	1	3	2	0	0	5	1	4	7
ccng1_86594	3995	3188	10117	4826	2986	5084	4675	5053	5983	4	4768	4819	4121	6280	4124
cdc7_86595	47	23	30	39	42	47	37	36	36	0	45	58	56	56	33
BX001030.1_86596	4	1	2	7	2	2	7	1	2	0	2	2	0	3	0
snn_86597	20	13	19	15	16	29	16	7	12	0	31	18	30	12	8
adora2aa_86598	12	5	5	16	17	17	14	20	12	0	16	17	5	17	11
mest_86599	16	17	38	22	33	19	33	32	30	0	13	17	30	27	40
si:dkey-253i9.4_86600	24	31	23	17	17	24	10	16	44	0	26	40	32	28	28
kyat3_86601	34	61	74	80	42	47	78	99	77	0	34	70	86	94	68
gpr18_86602	0	3	0	0	0	3	3	0	5	0	3	3	1	3	8
gper1_86603	0	1	2	2	0	1	5	0	2	0	2	0	5	1	2
ilk_86604	44	27	34	39	33	61	30	43	35	0	67	34	24	34	16
f13a1b_86605	19	17	14	32	27	29	30	17	11	0	28	34	32	21	15
star_86606	2	1	0	4	7	1	0	0	0	0	2	5	6	3	2
ube2c_86607	118	163	129	159	200	140	189	128	194	1	165	219	246	198	148
cdkn2a/b_86608	7	3	4	4	1	0	4	1	4	0	1	4	2	0	5
trip13_86609	3	1	5	0	2	7	0	5	1	0	3	1	0	2	6
gbp2_86610	18	22	13	10	8	6	16	9	14	0	10	21	15	3	12
plce1_86611	14	9	8	13	5	29	15	15	13	0	23	11	20	11	13
iars_86612	1634	1516	2139	2338	2528	2151	2279	2487	2173	3	2323	2074	2010	1740	1941
gpx2_86613	1	4	2	3	2	4	1	2	1	0	5	3	4	0	5
kctd5a_86614	399	280	374	351	358	523	307	427	278	0	431	323	432	282	199
olfml2a_86615	26	12	20	10	13	42	18	40	13	0	30	22	15	9	24
casp9_86616	6	4	1	2	0	8	8	4	0	0	4	3	10	2	6
ak3_86617	58	35	73	41	52	89	41	63	46	0	60	55	65	76	27
dusp3a_86618	50	80	65	39	66	44	88	64	71	0	47	76	72	52	62
si:ch211-113e8.5_86619	0	0	0	0	0	0	1	2	0	0	0	1	0	1	3
tlr8a_86620	2	1	0	1	6	3	7	0	4	0	0	4	4	2	6
gnmt_86621	106	93	164	149	123	117	103	171	196	0	97	129	166	198	190
tpd52l2b_86622	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
il2rb_86623	4	1	0	2	1	1	3	2	6	0	0	1	0	1	4
psmb8a_86624	1	1	0	0	1	0	1	3	1	0	1	0	1	3	0
pde6c_86625	5	11	19	9	12	13	21	14	16	1	4	18	27	47	25
psip1b_86626	878	795	1030	1556	1065	557	1100	975	1315	1	847	954	478	1153	1382
chmp2ba_86627	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
unc50_86628	37	39	32	33	46	54	29	79	37	0	62	37	75	23	16
polr2k_86629	129	120	139	215	237	157	163	131	246	0	83	176	136	221	290
hmgcs1_86630	36	32	27	32	45	117	33	78	34	0	66	41	54	33	36
mdh2_86631	283	278	346	264	279	401	335	442	321	1	341	339	420	261	219
cfh_86632	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrnad1_86633	24	20	22	26	20	17	15	32	16	0	15	21	18	37	16
srsf2a_86634	5802	4930	7007	6826	6306	7332	6781	7708	6065	3	6806	6125	7039	5668	5497
dnaja3a_86635	8	6	18	28	26	14	11	4	7	0	10	11	7	15	3
elovl2_86636	17	15	7	12	8	8	10	10	17	0	17	14	13	18	21
isoc1_86637	14	7	4	14	10	15	8	19	10	0	19	15	14	15	11
kif18a_86638	40	30	34	43	25	52	23	22	24	0	39	29	43	27	25
tet2_86639	6	5	13	12	3	5	7	11	5	0	5	6	6	8	4
il7r_86640	5	5	7	1	6	4	0	11	2	0	13	8	4	7	5
atp5f1b_86641	3947	4998	6009	6790	7457	4276	5383	3509	7222	6	3168	6345	5631	6883	5989
nmt1a_86642	91	58	44	46	51	90	55	16	66	0	49	56	64	52	50
znf451_86643	21	11	16	20	19	32	8	15	11	0	19	12	18	11	8
bmper_86644	9	3	8	4	7	3	12	13	10	0	18	8	9	13	4
pln_86645	0	4	1	2	6	7	1	6	5	0	0	1	1	6	4
appbp2_86646	324	262	368	310	344	367	299	376	277	0	393	296	400	287	251
gcnt3_86647	11	3	13	13	11	11	8	8	13	0	22	9	8	17	3
thraa_86648	0	2	2	1	1	3	0	1	10	0	6	6	2	1	0
cpt2_86649	60	33	47	51	12	10	43	45	63	0	62	39	22	42	34
ccne2_86650	69	41	49	57	36	86	58	103	31	0	66	69	89	35	19
rasa1a_86651	463	309	430	556	469	425	529	425	514	0	400	407	448	461	488
csrnp1a_86652	68	48	105	93	79	119	70	89	54	0	97	83	75	53	44
si:ch211-57i17.1_86653	195	136	184	133	133	188	123	181	116	0	225	177	177	95	87
ifrd2_86654	6	13	5	15	8	22	6	12	7	0	19	15	19	21	6
xiap_86655	39	25	19	18	30	58	22	33	23	0	35	28	43	26	28
si:dkey-239i20.2_86656	14	4	2	13	4	9	10	8	10	0	17	9	16	15	3
f5_86657	2	0	2	0	3	0	0	4	0	0	0	2	4	1	0
nucb2a_86658	633	787	1175	880	1020	621	1060	1040	1061	0	750	830	1021	1311	977
sept5b_86659	14	11	27	19	22	32	20	23	15	0	17	14	16	16	19
mcm4_86660	513	470	658	727	525	389	490	595	586	0	439	532	648	660	422
foxm1_86661	43	25	26	27	13	55	27	38	26	0	46	31	36	27	15
tcap_86662	2	8	7	8	6	6	11	14	7	0	7	7	6	12	8
podxl_86663	197	240	324	378	402	248	306	298	377	0	189	350	277	339	455
pik3ap1_86664	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asah1b_86665	45	34	48	70	61	43	37	41	81	0	34	60	46	58	69
clu_86666	1	5	1	2	3	4	4	3	5	0	7	2	6	12	6
mcoln1a_86667	2	0	0	3	3	5	1	3	2	0	0	1	7	2	6
rrp12_86668	1113	882	1428	1381	1423	1003	1279	1139	1469	0	984	1150	1157	1289	1360
lrp8_86669	30	23	16	11	14	54	18	22	27	0	39	12	22	17	9
fkbp4_86670	358	296	384	372	322	363	382	371	316	0	259	391	404	401	270
bada_86671	5	2	1	7	4	1	2	4	1	0	1	5	3	4	6
anp32e_86672	798	738	952	785	797	813	863	1012	800	1	827	857	935	682	598
mettl2a_86673	288	213	241	183	167	168	258	138	232	0	201	272	243	191	131
sat1a.1_86674	43	23	32	19	22	34	17	99	49	0	13	28	47	67	25
thrab_86675	1	4	1	2	2	5	9	1	1	0	4	0	3	2	3
evx1_86676	8	13	21	13	21	18	14	26	25	0	3	19	13	14	15
nr3c2_86677	0	0	0	2	7	0	0	6	0	0	0	3	0	0	1
ostc_86678	71	46	78	48	57	53	48	37	106	0	22	73	71	110	48
map2k5_86679	55	38	38	54	49	75	36	63	26	0	70	48	65	46	32
ace2_86680	4	4	1	2	0	0	2	4	0	0	4	1	2	1	2
abcb11b_86681	1	1	3	1	3	5	0	6	2	0	0	10	0	2	1
ccna1_86682	1	4	1	4	3	4	4	2	8	0	3	5	1	3	3
slc25a13_86683	1	3	2	3	6	14	1	5	4	0	0	6	2	2	8
dag1_86684	295	198	249	163	189	305	174	253	139	0	283	158	282	166	115
tspan3a_86685	31	28	63	36	21	24	30	23	39	0	19	26	33	31	20
itga5_86686	125	100	123	149	148	261	109	162	135	0	223	111	129	95	114
slc22a7a_86687	3	0	0	2	2	2	1	1	1	0	0	2	2	5	0
psmf1_86688	110	207	207	268	165	76	307	154	191	0	54	165	180	213	236
duox_86689	15	5	13	10	7	40	7	3	13	0	11	22	12	8	6
krt94_86690	34	25	40	41	45	50	31	40	27	0	47	42	27	31	24
fgf19_86691	2	2	1	3	3	0	0	0	2	0	1	0	4	3	1
cln5_86692	27	9	14	21	30	28	17	20	39	0	30	21	11	32	50
aatf_86693	81	30	37	29	37	73	27	40	26	0	95	24	49	29	24
txndc5_86694	15	35	25	21	39	9	41	28	34	0	11	32	23	27	27
tcf12_86695	74	52	78	70	82	104	70	96	85	1	76	73	106	79	60
cnksr3_86696	9	5	7	6	4	10	7	10	7	0	15	14	7	4	20
eapp_86697	7	7	8	1	3	12	2	24	7	0	4	7	10	8	10
sst1.1_86698	0	0	5	0	2	8	3	8	2	0	2	11	6	3	3
satb1b_86699	9	6	10	5	7	20	6	16	3	0	14	4	14	9	14
slc25a46_86700	12	2	1	7	5	6	9	8	2	0	3	15	16	10	7
si:dkey-21h14.12_86701	6	9	3	4	9	4	6	8	7	0	5	15	6	3	13
b4galt1_86702	44	28	43	50	38	32	29	50	32	0	34	41	38	47	23
cyp2k6_86703	0	0	4	3	0	1	2	0	3	0	1	2	3	4	2
cebpd_86704	14	16	16	17	6	14	12	9	12	0	22	13	26	20	2
cp_86705	28	59	111	55	42	38	67	140	39	0	57	113	57	49	47
serinc5_86706	140	100	157	114	144	150	131	146	134	0	121	123	145	134	90
ikbke_86707	23	11	25	11	18	31	17	20	17	0	16	34	23	18	34
st3gal1l3_86708	2	1	0	8	10	0	5	5	4	0	2	6	3	4	4
bbs10_86709	8	5	5	3	2	5	4	1	2	0	6	1	13	2	9
atp5pf_86710	602	541	818	608	801	368	711	597	976	1	347	864	893	1035	845
fasn_86711	54	25	42	42	49	38	37	45	62	0	52	44	47	45	36
snrpg_86712	55	47	56	32	26	46	34	42	54	0	44	86	79	63	24
tnfsf12_86713	3	4	4	4	3	2	7	11	2	0	4	2	6	3	6
rbbp5_86714	93	59	78	69	80	70	61	77	71	0	56	58	96	46	44
rpl22_86715	5564	3493	4779	5083	4157	8129	4519	3625	4305	4	6764	4751	4619	4373	3201
fabp11a_86716	189	125	143	141	96	108	166	205	81	0	156	172	184	122	84
tecta_86717	13	11	8	9	13	28	8	16	16	0	8	13	8	11	16
drd1b_86718	1	2	1	1	2	2	0	2	5	0	0	0	0	2	2
dnajb1a_86719	21	17	15	18	24	22	23	22	15	0	22	27	16	23	14
mettl26_86720	101	59	106	32	64	81	61	93	89	0	71	88	94	111	60
oclnb_86721	226	181	289	365	363	284	257	295	370	0	211	297	250	410	406
pglyrp5_86722	6	0	3	4	2	1	6	4	2	0	1	2	3	8	8
sox9b_86723	4	5	7	4	7	17	7	9	4	0	19	9	14	4	6
nudt21_86724	0	2	1	2	6	1	9	7	10	0	0	6	9	6	3
adipor1a_86725	37	33	30	30	25	24	22	29	26	0	32	29	23	37	15
sox2_86726	150	113	143	142	146	133	92	176	113	1	223	142	183	153	105
opn1mw1_86727	0	1	0	3	1	5	4	3	0	0	2	0	4	4	0
pard3ab_86728	136	93	85	87	82	281	112	173	78	0	233	94	156	60	77
ripk4_86729	24	24	37	33	32	27	33	34	16	0	19	29	28	33	24
zgc:154142_86730	5	1	3	3	5	10	1	9	3	0	6	5	6	4	4
aldh3a2a_86731	2	2	1	0	1	2	1	9	3	0	1	0	4	4	6
smoc1_86732	59	37	42	43	46	53	48	53	40	0	56	52	55	30	28
fgb_86733	3	7	8	2	11	11	12	6	5	0	19	9	10	2	5
washc4_86734	36	10	28	22	18	21	5	7	33	0	36	11	40	19	5
copb2_86735	29	19	12	13	25	31	26	25	15	0	34	34	33	21	10
zgc:103697_86736	245	239	275	258	238	182	277	277	259	0	212	269	246	261	217
zgc:153184_86737	21	36	22	29	39	29	34	24	21	0	13	31	21	22	32
tnfaip3_86738	175	148	177	218	225	278	197	187	188	0	267	161	186	138	178
zgc:100868_86739	82	57	50	74	48	111	69	74	30	1	68	60	58	44	44
msh6_86740	49	32	54	49	63	57	39	52	96	0	30	57	50	68	47
itgb8_86741	3	8	5	4	3	11	8	5	5	0	11	12	12	4	12
paf1_86742	1016	968	973	1093	1504	1303	1095	987	1204	2	818	1031	941	600	1187
nes_86743	276	232	339	374	283	294	278	313	304	1	305	248	385	348	317
ifih1_86744	5	4	1	1	8	1	5	7	4	0	1	3	2	5	4
tdo2a_86745	3	9	1	6	5	9	1	11	4	0	2	5	4	8	4
FIG4_86746	10	14	6	12	12	21	7	23	13	0	12	11	8	3	11
acot9.1_86747	0	5	3	2	2	2	2	4	1	0	3	7	0	0	3
si:ch73-100l22.3_86748	9	7	2	7	4	34	3	9	16	0	16	15	10	4	6
nus1_86749	178	127	165	146	153	154	178	197	135	0	141	166	190	162	111
laptm4b_86750	95	111	97	198	117	123	144	62	161	1	78	118	140	139	144
abcc3_86751	331	312	349	454	474	485	424	513	407	0	495	402	457	320	446
cd8a_86752	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0
rhoj_86753	205	189	278	239	276	212	260	208	308	0	179	262	274	284	284
atp1a1a.1_86754	1312	1431	2159	2125	2039	1160	1909	2031	1879	2	1244	1547	1732	1755	2085
rps19bp1_86755	28	47	36	17	33	32	30	46	31	0	18	35	34	41	19
c2cd2l_86756	20	24	10	31	20	16	20	28	13	0	24	16	26	16	11
c3a.6_86757	42	28	61	62	54	151	71	91	73	0	74	71	85	69	72
tnfsf13b_86758	11	5	15	18	5	10	4	16	13	0	7	19	12	10	11
lmod1a_86759	3	7	0	0	2	5	1	1	3	0	1	0	2	3	3
pros1_86760	91	66	109	96	96	142	86	124	84	0	91	79	135	82	49
bambia_86761	259	208	267	246	200	444	219	325	198	0	393	220	300	185	140
tmem14ca_86762	72	73	119	109	132	41	109	69	180	0	43	90	98	135	113
canx_86763	1031	833	1171	1110	1258	1446	1104	1090	1197	0	1233	1190	1329	1200	939
uhrf1_86764	1096	1373	1563	1826	1954	1702	2145	1612	1848	0	1427	1854	1800	1527	1694
acot20_86765	124	141	150	160	232	110	192	184	240	0	151	179	173	223	263
rps25_86766	970	520	704	592	541	763	533	838	533	0	828	668	950	612	410
rbpjl_86767	1	1	0	2	1	0	6	2	1	0	3	0	3	2	1
noc3l_86768	596	576	704	566	659	646	551	504	567	0	476	716	676	556	500
golt1bb_86769	14	11	6	18	17	27	14	14	7	0	12	16	24	14	13
jmjd6_86770	21	16	18	12	15	11	20	17	12	0	11	25	28	16	13
nudcd3_86771	5	7	5	2	8	6	7	6	7	0	9	10	6	5	9
mnd1_86772	342	298	341	420	410	350	337	464	393	0	406	374	419	398	295
pfas_86773	17	5	17	16	5	42	13	15	11	0	16	9	13	8	6
lrrc58b_86774	2	1	0	4	1	3	2	4	1	0	3	9	2	2	2
cdc25b_86775	9	2	9	5	5	7	7	5	13	0	2	3	2	1	13
tp53bp2a_86776	60	18	49	32	26	86	24	35	33	0	113	25	56	28	48
pdxp_86777	7	11	1	4	6	20	5	11	5	0	4	10	7	5	3
stimate_86778	322	244	368	345	379	408	342	395	368	0	351	346	343	347	323
mcm3_86779	454	1003	607	492	883	457	970	812	792	0	103	1084	934	601	623
mapkapk2a_86780	397	293	401	287	333	358	427	471	363	0	601	412	480	326	260
caska_86781	686	361	682	515	446	860	462	725	448	0	653	575	598	568	472
lmnb1_86782	23	18	24	11	7	22	11	43	20	0	21	26	18	12	14
ticam1_86783	29	11	12	16	17	8	16	18	7	0	11	18	11	16	11
tubb6_86784	2	8	4	9	3	1	13	6	5	0	5	11	8	3	9
cxcl8b.1_86785	1	2	1	4	7	14	6	9	4	0	2	5	4	11	14
bag3_86786	92	107	152	130	115	129	130	110	168	0	129	147	171	160	155
timd4_86787	4	3	4	8	5	2	7	14	4	0	12	5	7	5	6
kpnb3_86788	8	2	6	0	0	8	10	2	1	0	1	5	2	1	5
bzw2_86789	29	30	70	49	61	34	42	74	45	0	43	41	59	48	57
cdc16_86790	35	18	32	15	31	33	22	24	14	0	39	23	32	40	25
zgc:101858_86791	99	78	121	106	90	191	105	113	90	0	166	107	121	82	53
rps5_86792	4684	4015	5527	4247	4966	4031	4303	4849	4788	4	3981	4938	6556	4737	4153
src_86793	7	7	12	2	5	12	10	10	8	0	17	5	9	3	1
cast_86794	280	140	194	190	202	182	126	193	170	0	152	184	243	185	97
sorbs3_86795	13	20	27	19	17	44	21	31	19	0	35	21	28	20	15
nos2b_86796	4	4	1	0	2	0	3	0	2	0	2	0	1	3	1
CU571315.3_86797	10	3	5	6	5	1	4	1	2	0	3	6	2	2	8
slc29a1a_86798	344	324	380	285	395	267	367	475	396	1	328	416	457	377	285
col4a2_86799	75	79	133	136	115	41	103	83	133	0	46	107	89	138	159
nup88_86800	27	6	14	9	8	15	5	4	6	0	18	3	12	1	9
onecut1_86801	16	40	32	23	29	53	43	42	14	0	62	29	58	26	20
ero1a_86802	0	4	2	1	0	5	3	3	1	0	3	3	2	0	1
tpm1_86803	7	8	7	5	6	5	3	3	3	0	3	5	4	3	4
mpc2_86804	13	10	26	16	13	31	27	0	6	0	19	32	20	3	0
ptgs1_86805	32	23	25	21	25	39	33	28	21	0	36	35	32	31	17
prkd3_86806	16	16	9	15	9	22	13	23	11	0	15	10	7	12	19
ghra_86807	5	4	0	2	2	2	6	1	1	0	3	2	1	1	1
gdnfa_86808	7	2	4	6	0	3	1	1	2	0	3	4	5	3	4
ezh2_86809	10	7	5	7	7	18	5	5	5	1	7	16	36	3	10
myd88_86810	28	43	52	46	43	61	37	57	61	0	43	48	37	42	19
mapk13_86811	18	9	22	27	14	50	15	11	13	0	37	28	32	16	12
map7a_86812	1	3	0	7	5	2	5	2	1	0	5	1	3	4	0
frs2a_86813	20	11	2	11	9	18	15	10	7	0	10	9	9	10	10
srp9_86814	299	241	323	352	363	244	347	265	444	1	243	297	311	510	408
rad51ap1_86815	201	164	206	223	239	192	231	187	201	0	211	251	214	239	244
lamb2_86816	98	119	181	154	153	108	130	140	158	0	102	131	155	154	180
retsat_86817	1	0	0	3	1	1	3	1	3	0	1	3	0	1	0
GRB14_86818	13	4	10	3	3	20	10	10	7	0	14	3	6	11	6
si:ch211-162e15.3_86819	405	350	448	442	390	585	539	520	427	0	544	495	449	454	406
rab13_86820	22	13	12	9	10	8	25	22	12	0	20	12	10	20	14
rnaseh2a_86821	67	63	89	97	116	115	75	61	47	0	137	87	81	65	63
pcna_86822	431	408	818	834	522	237	546	550	662	0	246	595	658	770	488
jam3b_86823	283	265	237	249	236	358	294	312	279	0	345	277	273	201	171
ykt6_86824	386	365	486	338	394	235	462	404	499	2	283	426	433	489	402
mxra5a_86825	8	1	3	0	5	1	22	8	0	0	0	3	0	3	8
b4galt2_86826	1	8	2	4	5	3	1	0	1	0	11	8	4	3	2
tjp2a_86827	190	139	176	165	190	202	180	188	184	0	165	181	180	184	196
dnmt3bb.3_86828	2	1	0	21	0	0	3	4	14	0	0	8	1	1	4
cd74a_86829	0	10	4	10	6	9	6	23	10	0	13	6	0	5	11
fbxo7_86830	120	126	149	162	169	111	176	100	137	0	130	159	150	147	175
ndr2_86831	1	5	1	1	12	7	10	3	1	0	6	3	1	3	3
slc7a3a_86832	218	159	243	348	257	207	190	237	196	0	175	249	268	230	177
aqp1a.1_86833	19	16	18	12	14	14	11	11	17	0	7	15	32	24	12
trap1_86834	161	217	459	199	623	131	185	485	379	0	97	281	310	429	739
rsrc1_86835	362	278	401	333	393	440	312	368	317	0	409	354	404	312	290
gnal_86836	87	52	80	84	51	77	80	113	86	0	118	68	84	61	48
cdca5_86837	38	47	45	35	38	28	54	59	43	0	32	63	72	69	27
tet1_86838	79	49	57	93	69	168	56	83	53	0	168	40	86	47	35
nod1_86839	2	0	2	4	2	6	4	5	1	0	3	3	0	6	1
hs6st2_86840	206	176	210	217	173	300	267	242	172	0	253	228	221	168	141
avpr2ab_86841	1	1	1	3	2	4	1	2	2	0	1	2	1	3	2
rap1gap_86842	85	57	82	75	84	136	76	82	51	0	126	77	105	52	52
tmem98_86843	6	2	5	1	1	4	8	12	2	0	2	7	9	2	1
tlr4bb_86844	1	3	0	1	3	0	1	0	1	0	1	1	0	0	1
serpine2_86845	10	1	0	4	4	8	3	11	1	0	11	8	3	8	9
ntrk2b_86846	5	1	1	1	3	3	2	0	2	0	1	2	0	3	9
col1a2_86847	454	353	513	372	387	363	414	544	421	0	352	383	546	520	380
chac2_86848	40	29	39	57	63	54	38	54	60	1	42	38	47	48	67
rassf1_86849	223	215	283	272	299	274	316	231	272	0	202	304	282	293	230
TIMM22_86850	11	7	9	3	9	9	10	13	12	0	7	5	7	7	7
btr22_86851	7	0	0	1	0	0	0	0	0	0	3	0	0	2	1
pcdh1a3_86852	1	0	0	1	1	0	1	0	0	0	1	1	0	3	3
pls1_86853	0	4	5	0	0	4	0	3	1	0	5	1	3	4	0
sinhcaf_86854	175	107	148	170	169	318	221	231	138	0	176	150	180	112	172
cyp4t8_86855	15	16	5	8	10	14	10	12	11	0	16	15	7	17	7
abcg2c_86856	56	48	51	48	52	120	55	53	58	0	80	68	76	53	52
