X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_1.2EC10_24h_run1	VPA_1.2EC10_24h_run2	VPA_1.2EC10_24h_run3	VPA_1.2EC10_24h_run4	VPA_1.2EC10_24h_run5
hsd17b10_85360	14	17	15	10	0	8	13	11	22	5	3	2	15	6	19
tfdp1a_85361	7	7	4	5	0	4	7	8	7	6	9	2	3	0	4
nfkbib_85362	23	19	38	21	0	24	16	24	28	11	23	14	4	23	17
ncf4_85363	3	5	12	5	0	5	5	4	8	9	4	3	9	5	3
ska1_85364	6	3	10	3	0	4	11	19	6	6	8	3	7	8	4
tyms_85365	282	238	255	242	0	168	237	278	209	167	122	108	208	173	199
mcl1a_85366	25	26	18	26	0	27	20	50	15	16	7	7	25	12	19
kcnk9_85367	5	4	14	0	0	6	0	6	4	4	2	0	2	2	4
timm23b_85368	6	0	9	4	0	5	5	1	2	1	4	0	5	2	4
CAPN1_85369	2	4	1	3	0	1	2	1	1	0	0	0	3	4	0
npdc1a_85370	55	29	31	24	0	36	29	32	20	34	16	20	21	21	27
hnf1a_85371	51	32	30	10	0	26	25	28	23	35	24	10	25	24	23
brms1la_85372	186	120	183	115	0	208	116	188	72	92	99	64	122	129	98
msra_85373	7	22	18	13	0	8	17	17	26	21	10	16	25	17	30
prkacab_85374	240	228	228	234	2	188	183	193	177	222	96	173	210	268	227
cltcb_85375	433	545	527	500	0	364	515	607	552	397	301	230	522	476	484
hsp90b1_85376	60	116	163	116	1	101	130	178	159	113	63	61	113	105	120
psmd14_85377	45	37	75	44	0	42	42	70	45	51	17	32	39	38	46
slc39a4_85378	13	8	4	9	0	12	6	13	11	10	11	7	10	4	3
slc6a19b_85379	0	0	0	2	0	0	4	6	1	7	0	4	3	10	1
bnip3la_85380	22	15	31	10	0	19	26	69	32	66	15	12	34	19	121
prkx_85381	23	16	21	11	0	21	11	21	15	14	9	2	10	18	16
hif1ab_85382	748	956	1209	998	0	762	1029	1054	1050	983	515	556	987	926	1102
mrps6_85383	101	78	82	104	1	84	88	104	61	61	40	42	78	53	47
atp2c1_85384	97	88	54	51	0	68	63	79	55	40	59	24	57	57	47
nop56_85385	36	34	59	26	0	37	31	71	34	24	19	18	26	15	22
slc6a4a_85386	7	5	27	8	0	7	7	7	5	5	11	4	5	2	9
epn3b_85387	2	4	10	1	0	0	4	4	3	2	0	3	6	4	2
gngt1_85388	1	0	3	4	0	0	0	6	1	4	0	0	5	2	0
suv39h1b_85389	849	967	872	1231	2	745	1091	853	1181	1500	460	714	1026	1148	1495
ufm1_85390	180	171	172	156	0	127	152	143	180	196	72	124	165	190	144
bnip4_85391	12	10	9	21	0	16	4	13	18	5	3	6	21	20	11
kdm5a_85392	4	1	0	0	0	10	2	3	1	0	2	0	3	7	5
sept10_85393	34	37	34	45	0	49	29	33	50	26	26	23	28	29	33
tsc22d3_85394	30	48	37	71	0	20	40	43	55	52	3	14	47	46	55
atp6v0e1_85395	22964	47832	36439	53581	51	27949	48932	40691	47292	49903	14869	26940	39870	55998	56388
abcf3_85396	11	4	3	2	0	6	1	7	5	1	1	6	7	5	5
irx5b_85397	38	29	41	36	0	31	26	36	21	27	28	30	31	20	16
irf7_85398	7	14	20	10	1	18	13	15	8	8	8	10	13	7	27
tram2_85399	158	93	128	83	1	123	89	114	74	79	66	63	100	75	70
fabp11b_85400	3	3	0	4	1	1	3	1	2	1	0	4	5	2	4
rbm12b_85401	38	40	36	30	0	30	37	49	20	35	22	30	40	29	22
lrp10_85402	343	230	245	221	0	324	250	263	246	217	169	170	262	209	237
si:dkey-188i13.7_85403	1	9	17	4	0	0	2	4	5	4	2	5	11	8	6
si:dkeyp-113d7.1_85404	303	355	358	295	0	307	383	368	315	283	161	205	386	343	323
tent4a_85405	555	375	420	306	0	425	349	314	247	250	264	206	398	272	364
mob1a_85406	42	46	75	28	0	65	30	66	27	24	23	19	31	27	49
timm9_85407	200	227	235	196	0	235	260	273	198	173	144	135	224	184	214
rac3a_85408	0	5	2	3	0	1	3	6	0	3	3	4	5	2	7
nr1h3_85409	128	321	198	250	0	159	274	291	204	408	97	145	283	261	392
znf217_85410	2089	1218	1237	1077	2	1931	950	1097	857	1066	789	932	1331	1102	1312
pax6a_85411	751	622	627	745	1	675	543	550	504	660	347	445	655	645	790
ruvbl1_85412	187	120	151	154	0	164	189	240	158	149	110	88	139	149	149
keap1b_85413	19	9	10	7	0	28	7	25	4	5	1	3	9	8	5
bcl7ba_85414	2	4	1	1	0	2	2	2	1	3	1	1	4	1	6
clocka_85415	19	6	24	9	0	15	20	17	15	14	21	4	21	14	15
mrpl53_85416	4	34	55	68	0	36	54	17	69	84	11	19	17	22	0
myzap_85417	9	2	1	2	0	3	1	5	0	0	3	1	1	9	0
ormdl2_85418	4	3	8	7	0	2	6	5	8	6	2	8	5	11	6
CABZ01086734.1_85419	228	82	81	56	0	167	76	126	41	45	95	43	88	58	51
nit1_85420	84	94	78	103	0	182	135	120	102	105	35	71	88	84	121
slc38a5b_85421	175	39	55	38	0	116	46	55	31	39	34	27	57	41	41
acta2_85422	0	7	4	3	0	4	4	1	2	10	0	5	13	1	5
ugt2a4_85423	11	1	2	2	0	6	13	4	7	11	3	4	15	3	1
ccnd3_85424	19	20	14	8	0	15	16	21	12	15	9	14	30	14	7
slc25a27_85425	24	10	23	11	0	26	24	18	16	7	12	10	14	11	8
cttn_85426	313	257	333	281	0	262	309	303	274	238	152	165	287	307	339
psen1_85427	12	9	4	6	0	8	8	9	5	5	3	4	8	11	1
slc7a5_85428	44	38	25	34	0	28	43	57	12	25	19	28	43	37	21
cry1aa_85429	21	7	12	13	0	13	11	11	22	6	9	9	7	12	10
tnfrsf19_85430	476	507	514	437	0	368	516	480	343	365	296	290	458	372	490
ptpn12_85431	34	9	14	5	0	32	4	14	7	7	19	3	19	6	8
dio1_85432	41	21	23	16	0	32	20	32	32	18	15	16	51	25	35
slc27a2a_85433	18	11	10	1	0	12	6	6	4	5	6	1	11	6	15
egr2b_85434	3	7	3	2	0	10	6	6	3	1	6	3	6	2	2
casp3b_85435	124	119	72	129	0	83	137	91	135	65	77	51	98	160	45
tp53bp1_85436	51	18	17	10	0	37	23	22	18	7	22	12	31	8	28
cirbpb_85437	5561	5396	6165	4337	4	6091	5567	6324	4049	3782	3659	2622	5142	4192	4997
adi1_85438	231	156	187	136	1	186	227	213	151	96	115	68	179	170	148
alpi.1_85439	25	63	130	85	0	41	49	41	55	38	16	52	42	69	44
tsen2_85440	4	6	5	2	0	8	10	4	1	6	6	3	10	7	4
agxt2_85441	12	20	21	24	0	30	9	21	8	6	10	6	20	18	10
alx1_85442	4	3	0	3	0	5	5	5	4	3	7	2	4	1	0
ovol1a_85443	10	1	3	2	0	1	5	3	7	8	0	1	3	4	5
wipi1_85444	78	107	110	118	0	74	84	132	164	131	36	70	98	112	131
ndrg1a_85445	43	31	45	33	0	19	56	43	56	27	21	29	31	33	53
rxrab_85446	17	9	23	14	0	6	8	19	16	8	13	5	6	14	4
btr24_85447	2	2	0	1	0	3	0	2	2	4	1	1	3	1	5
nipsnap3a_85448	0	0	3	0	0	0	2	0	2	0	0	0	1	3	0
pim1_85449	345	237	301	164	0	189	279	254	179	235	182	106	185	173	209
ahcy_85450	585	377	538	316	0	513	349	649	346	180	354	197	419	317	274
slc35a5_85451	25	23	23	29	0	26	21	21	24	26	13	11	19	32	28
lyar_85452	1108	1660	1324	1538	1	1176	1342	1335	1232	1604	725	1047	1343	1424	1655
gap43_85453	25	19	40	17	0	57	18	32	19	14	21	15	22	9	28
opn1mw3_85454	6	1	0	0	0	2	0	3	0	0	2	2	3	1	0
mpzl1l_85455	318	723	594	701	0	482	778	688	642	790	252	389	570	694	678
trub2_85456	73	79	64	91	0	48	84	90	114	73	20	44	110	98	118
fbxo21_85457	63	41	31	26	0	44	21	36	21	20	34	30	34	14	31
arsg_85458	46	28	25	17	0	68	19	20	17	19	26	26	15	21	16
fynb_85459	28	4	22	9	0	19	8	8	7	4	8	8	15	8	6
fanci_85460	6	1	3	8	0	4	4	3	5	7	2	1	5	10	5
rhov_85461	64	28	33	19	0	29	28	37	20	21	19	16	21	13	18
gna15.3_85462	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
rnpc3_85463	2	1	1	4	0	2	2	3	3	0	0	0	3	2	2
prkcq_85464	0	0	3	3	0	4	0	3	1	0	0	2	6	0	0
nab1b_85465	12	9	11	5	0	16	11	9	7	3	13	3	14	7	7
nup37_85466	372	232	218	180	0	326	245	219	133	133	136	127	201	150	177
nup85_85467	81	41	52	22	0	103	40	69	33	26	37	34	56	25	27
lpar1_85468	1	1	2	6	0	7	1	4	3	3	0	2	2	1	4
acat1_85469	109	57	146	85	0	113	99	119	73	52	49	52	102	71	75
tshr_85470	5	7	4	4	0	0	1	1	1	5	2	1	4	3	4
rpl36_85471	21391	27843	26765	33390	42	25643	31407	32554	32807	31963	12426	17452	30318	34939	33504
si:ch73-74h11.1_85472	4	5	6	3	0	5	1	4	1	6	4	2	16	5	2
hprt1_85473	384	286	428	363	0	340	335	316	310	313	287	220	342	342	347
CU639469.1_85474	7	3	4	1	0	2	3	4	1	8	1	0	3	4	1
blcap_85475	17	43	38	40	0	25	32	40	53	37	9	19	33	41	49
dlat_85476	332	316	234	382	0	285	290	334	278	318	162	270	297	301	393
stat5a_85477	7	6	1	1	0	12	6	10	0	3	4	0	13	7	3
CHST13_85478	6	16	1	3	0	3	15	11	4	9	7	4	6	9	5
ighv6-1_85479	3	0	0	0	0	0	1	1	0	0	0	0	1	0	1
il17rd_85480	350	344	348	348	0	244	258	260	270	391	150	240	275	372	398
hyou1_85481	6	8	15	2	0	4	12	5	6	4	5	0	2	7	8
itfg1_85482	15	30	24	27	0	24	23	17	20	11	17	15	21	25	28
si:ch211-22k7.9_85483	656	787	784	675	0	580	770	729	713	988	447	771	1420	969	803
polr1c_85484	7	5	4	4	0	1	6	1	1	1	0	1	0	4	4
si:dkey-85a20.4_85485	1	6	8	2	0	5	7	6	0	9	2	2	7	3	5
akr1b1_85486	20	6	13	8	0	7	14	17	5	2	8	6	10	14	10
map1lc3a_85487	0	0	0	2	0	0	2	0	3	1	1	1	2	2	0
junba_85488	31	30	24	26	1	15	12	18	27	23	9	14	19	28	26
aqp4_85489	37	20	44	39	0	18	28	55	46	40	6	23	42	42	57
h2afvb_85490	366	303	442	316	1	394	337	481	333	164	260	208	333	263	307
mrpl37_85491	223	375	396	395	0	285	453	456	371	369	195	271	398	394	374
si:ch211-259g3.4_85492	7	2	5	6	0	0	8	13	0	6	11	3	5	2	6
nlgn3b_85493	6	4	6	4	0	1	6	3	7	7	10	5	12	2	4
zgc:92606_85494	4	16	22	20	0	22	23	15	24	26	8	21	18	23	15
cdca4_85495	24	5	13	14	0	26	10	21	20	6	17	6	12	11	11
tmed2_85496	955	1985	1430	2368	2	1051	2250	1518	2327	2202	848	1116	1672	2289	2580
exosc4_85497	344	236	271	237	0	358	275	274	209	163	191	99	274	153	171
plac8.2_85498	0	4	3	3	0	2	0	0	0	1	2	4	5	4	7
herpud1_85499	10	13	19	11	0	17	10	23	8	6	2	8	11	7	7
acadm_85500	579	445	486	393	2	556	420	386	456	493	335	371	495	572	481
ddc_85501	5	1	0	1	0	0	4	0	2	1	3	0	4	0	4
rfx5_85502	95	48	47	40	2	66	41	61	29	25	64	17	58	27	36
pin1_85503	756	1220	1007	1458	0	903	1436	1202	1314	1359	496	811	1371	1481	1549
myl12.1_85504	2793	4318	4674	5175	2	3185	4449	5155	5313	4364	2215	3133	4459	4965	5199
ngrn_85505	162	152	160	194	1	180	184	185	200	205	113	144	160	187	222
maff_85506	11	4	2	2	0	8	2	3	3	8	3	4	5	4	4
slc6a9_85507	56	38	21	10	0	31	26	60	16	7	21	13	13	31	20
ipo13_85508	170	135	167	112	0	179	119	135	78	85	81	80	113	104	96
krt8_85509	196	172	124	457	0	218	342	144	270	245	386	37	75	240	147
pcdh2ac_85510	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
hsd3b1_85511	0	4	3	1	0	0	2	0	0	0	0	1	0	0	2
nop58_85512	1506	1885	1819	1563	0	2010	2193	2297	1681	1320	1024	1035	1587	1458	1529
mtf2_85513	225	121	123	77	1	201	146	120	70	87	80	59	108	84	99
hacd3_85514	32	14	8	4	0	5	12	15	12	4	11	3	4	10	1
LO018552.1_85515	4	1	0	0	0	1	3	0	5	0	2	2	2	2	3
xaf1_85516	12	6	5	1	0	4	4	5	10	6	0	7	5	3	2
hoxa9a_85517	156	146	158	135	0	136	167	180	116	98	72	80	150	133	140
slc10a7_85518	46	64	54	61	0	63	48	64	71	48	50	39	57	49	71
adprh_85519	65	59	81	82	0	20	71	50	66	106	40	12	76	67	49
timeless_85520	1079	898	849	862	0	948	850	793	636	735	474	512	833	846	918
mrvi1_85521	0	4	2	2	0	2	1	8	0	3	3	4	1	2	5
ccdc61_85522	8	8	4	9	0	10	6	11	3	4	3	0	6	12	14
itgb1bp1_85523	120	53	56	39	0	127	47	69	23	28	61	31	81	46	54
slc9a3r1a_85524	87	100	95	107	2	117	105	137	98	85	78	59	127	92	98
them4_85525	19	24	26	18	0	21	31	21	36	26	15	23	25	26	32
nfkbiaa_85526	55	56	40	32	0	60	0	8	13	47	33	25	15	25	45
rpl7a_85527	13099	15668	16640	18556	13	13453	16343	18848	18999	17437	8090	9554	16380	18017	19656
btr23_85528	0	0	0	0	0	1	2	4	0	0	3	0	5	0	0
nhp2_85529	509	1067	991	1664	0	536	1073	1097	1582	1495	407	799	900	1345	1463
gria4a_85530	3	5	6	9	0	4	9	8	9	8	11	11	6	17	12
cxcl19_85531	0	5	1	3	0	1	2	2	0	5	3	2	3	4	3
CABZ01045062.1_85532	59	29	22	17	0	39	13	20	14	26	32	16	28	17	16
ralba_85533	125	230	270	225	0	244	294	302	223	140	151	167	280	179	249
rsu1_85534	7	0	16	2	0	4	0	5	1	5	0	3	0	3	7
lyz_85535	2	2	2	2	0	4	2	1	1	1	2	3	1	2	1
ppp2r5eb_85536	13	20	34	17	0	27	35	25	17	29	15	16	17	26	25
si:ch211-214b16.4_85537	26	12	12	11	0	7	14	5	17	3	16	6	15	13	9
fgf7_85538	3	4	9	13	0	2	2	4	4	15	7	2	21	7	18
cyp2aa3_85539	14	20	24	14	0	20	14	21	13	20	15	7	18	17	11
smarca5_85540	415	82	100	147	1	182	136	96	117	180	77	93	269	111	155
psmc6_85541	896	1144	844	1362	1	834	1160	961	1457	1229	353	673	1050	1298	1266
rhoab_85542	171	186	267	193	0	195	196	297	258	153	98	125	144	153	202
ncapd2_85543	41	18	16	18	0	25	21	40	28	12	18	6	12	15	25
ndnl2_85544	120	84	85	86	0	109	72	94	48	73	62	53	62	74	50
zgc:63568_85545	68	36	37	25	0	38	25	41	24	18	13	11	26	37	19
serhl_85546	61	76	105	96	0	32	80	84	92	70	21	40	97	127	76
ehhadh_85547	73	43	46	30	0	61	50	53	36	35	39	25	55	37	34
dusp22b_85548	153	165	115	87	0	165	116	132	93	127	82	149	102	148	102
znf318_85549	1193	1373	692	1571	1	1230	1335	1041	1478	1575	737	1037	1153	1351	1395
nudt5_85550	27	45	34	41	0	21	31	34	63	32	19	30	50	45	40
kif2c_85551	247	226	238	229	0	257	242	333	209	171	194	131	187	218	169
calm3a_85552	364	416	443	418	0	326	388	473	447	455	190	280	432	510	507
srsf10b_85553	41	21	25	10	0	42	29	42	28	26	10	11	24	14	27
rpap3_85554	540	626	548	674	0	573	628	576	481	700	341	399	521	528	729
pax8_85555	6	4	8	3	0	5	5	2	3	3	2	0	10	3	5
polr3b_85556	175	147	247	83	0	304	89	176	127	171	81	162	202	142	197
npas4l_85557	29	9	10	8	0	19	7	1	0	7	6	5	12	8	5
stxbp1a_85558	216	136	142	146	1	156	152	117	161	180	107	89	166	169	180
pax2a_85559	248	229	251	214	0	258	235	243	180	185	124	147	206	180	251
pla2g7_85560	0	6	5	0	0	0	1	0	0	0	0	2	7	0	1
slc16a10_85561	108	80	106	64	0	112	77	105	45	48	85	42	69	56	69
eef1b2_85562	95	68	69	55	0	92	91	74	55	53	66	46	77	53	92
cntf_85563	21	14	4	9	0	9	4	8	19	10	11	9	10	13	11
dll4_85564	2	7	1	9	0	4	2	1	0	6	3	2	6	4	1
ctr9_85565	480	267	335	181	0	378	301	282	186	146	223	155	295	196	208
eprs_85566	6	5	7	3	0	10	3	7	5	7	5	0	5	3	3
rrm1_85567	766	1360	1087	1561	1	567	1393	1300	1817	1490	747	721	1035	1656	1534
rac1l_85568	21	23	10	19	0	6	15	7	14	30	11	7	8	17	13
aifm4_85569	4	4	3	2	0	10	5	0	6	1	0	3	2	9	1
rraga_85570	364	362	367	305	0	329	444	379	313	200	264	192	280	309	255
si:ch211-160f23.5_85571	213	92	144	150	0	199	126	164	96	90	120	62	160	105	118
ngb_85572	0	3	10	1	0	3	1	0	3	2	5	1	0	3	1
mxe_85573	0	2	0	0	0	0	3	1	2	3	1	2	1	5	2
sprb_85574	4	11	11	7	0	1	6	12	5	13	8	2	16	18	14
hikeshi_85575	29	20	34	22	0	53	38	51	33	21	8	22	38	21	19
si:dkey-288i20.2_85576	130	118	77	129	0	82	89	64	62	105	45	80	92	118	118
ush1c_85577	5	0	0	1	0	1	0	0	0	1	1	2	0	0	2
sema7a_85578	23	7	5	6	0	10	4	18	7	4	3	4	4	6	4
CACNG5_85579	3	0	2	0	0	0	2	1	0	4	0	2	4	2	1
atf1_85580	147	210	240	188	0	121	206	258	273	165	135	101	159	199	222
ephx1_85581	10	25	18	6	0	12	9	16	4	11	5	5	15	7	11
hexb_85582	18	6	46	17	0	19	9	24	43	11	6	11	27	5	15
rae1_85583	18	12	12	6	0	13	15	16	12	21	4	2	14	10	11
chrna2a_85584	5	5	11	8	0	4	7	7	4	5	0	0	10	3	3
baxa_85585	8	13	25	12	0	15	19	6	17	16	10	10	9	16	14
alg8_85586	13	40	61	16	0	9	87	56	76	17	21	7	62	66	42
lsm1_85587	23	33	49	15	0	16	33	34	14	15	24	14	17	23	16
ptk2ba_85588	5	0	0	2	0	1	0	4	0	7	0	2	5	6	1
kdelr2b_85589	291	381	347	368	0	249	332	309	335	387	135	225	299	338	373
l1cama_85590	0	1	9	1	0	0	2	1	1	7	1	2	3	2	0
stx4_85591	31	9	11	17	0	11	17	17	11	11	17	6	17	12	7
cenpe_85592	1135	663	742	520	0	1064	556	731	413	390	566	369	595	411	512
fosb_85593	8	3	0	0	0	1	3	0	0	2	2	2	4	2	1
mpi_85594	1	5	4	2	0	3	3	4	4	1	0	0	5	4	0
pax3a_85595	143	70	70	43	0	151	87	77	39	29	70	40	69	52	62
rnmt_85596	95	93	42	115	0	82	103	91	126	92	55	67	89	92	121
nqo1_85597	329	603	401	693	1	412	478	568	643	834	242	359	499	801	845
itpr2_85598	0	2	0	0	0	2	0	0	1	2	0	2	2	7	9
si:ch73-190m4.1_85599	0	0	2	0	0	0	0	0	0	1	0	0	4	1	0
adam10a_85600	846	686	1005	751	0	840	882	865	866	710	403	518	793	762	817
pora_85601	19	13	26	12	0	15	19	33	31	9	14	7	30	22	16
ncbp2_85602	23	8	21	22	1	13	15	16	19	14	16	9	12	10	15
scn1laa_85603	41	23	46	18	0	28	17	13	17	10	11	13	29	29	28
vapb_85604	129	120	65	93	1	128	125	110	97	172	89	86	68	125	153
copa_85605	794	1139	781	1643	0	718	1126	744	1437	1838	512	735	1113	1547	1866
slc22a6l_85606	15	18	19	12	0	24	10	26	3	8	2	5	19	8	7
igl4v10_85607	13	21	12	9	0	4	8	9	0	8	0	5	11	12	3
ccdc92_85608	11	15	24	27	0	8	17	15	17	24	5	17	28	28	17
cherp_85609	299	140	188	94	0	239	140	183	78	79	147	71	158	70	97
trdmt1_85610	35	10	25	13	0	27	13	11	12	4	27	12	13	13	13
tomm20a_85611	769	361	504	255	0	704	363	477	240	248	341	296	365	342	322
rx3_85612	29	61	36	42	0	45	43	63	51	56	37	40	59	59	67
ephb1_85613	1	5	0	0	0	1	3	1	1	5	1	2	0	0	0
ripk1l_85614	107	71	102	72	0	82	84	119	66	62	26	68	91	77	98
coq5_85615	42	60	53	71	0	65	81	58	75	43	28	37	48	68	54
vtg3_85616	1	3	4	1	0	1	3	2	2	2	4	0	8	1	1
cd44a_85617	0	0	8	1	0	0	0	1	0	0	0	1	2	1	1
fgf10b_85618	4	3	2	6	0	2	2	1	2	2	1	2	6	2	2
rpsa_85619	6239	2434	2997	1679	2	5655	2460	3321	1565	1307	2577	1147	2293	1671	1607
med12_85620	42	37	78	33	0	43	58	79	31	31	26	26	93	29	55
ripk3_85621	0	1	5	0	0	0	1	1	0	5	0	2	6	1	2
pwp1_85622	236	321	321	353	0	249	318	298	320	329	192	196	285	325	357
sox4a_85623	355	385	489	387	1	360	388	475	397	361	270	267	480	411	381
si:ch211-253b8.5_85624	76	25	36	50	0	80	50	26	92	59	21	41	63	50	63
vgll4b_85625	317	210	292	181	0	287	233	311	187	150	154	123	303	208	227
aldh2.2_85626	12	9	9	11	0	21	7	9	23	6	6	4	18	14	11
henmt1_85627	5	0	0	3	0	5	2	1	1	2	2	0	4	5	4
mlec_85628	1162	1009	1033	836	0	1020	837	807	717	833	686	607	882	775	969
rfc4_85629	34	16	7	8	0	18	17	13	8	6	15	13	19	17	14
eif4ba_85630	21	30	32	25	0	34	27	32	16	18	27	15	32	27	12
sgpp1_85631	119	63	105	60	0	141	88	116	67	47	60	52	86	56	75
jpt2_85632	142	131	190	176	0	113	186	206	188	125	48	82	167	136	138
ano9a_85633	320	249	333	234	0	344	307	399	211	239	222	163	336	191	187
SPDEF_85634	12	24	37	25	0	10	18	29	27	9	17	9	34	28	27
fgf8a_85635	20	12	12	5	1	17	11	10	6	2	7	6	12	1	4
si:ch211-160o17.2_85636	59	33	49	46	0	83	55	71	47	40	36	32	54	69	46
prkacbb_85637	460	425	475	511	0	434	454	567	495	414	313	260	567	456	524
ncaph_85638	16	10	5	25	0	30	0	11	0	20	2	13	4	13	18
dph2_85639	6	7	8	13	0	10	6	0	6	3	5	3	11	1	11
tigarb_85640	23	19	32	6	0	19	19	21	15	9	8	11	18	8	17
fosl1a_85641	58	24	22	19	0	18	14	23	18	16	5	7	14	22	19
ctnna1_85642	499	328	453	237	0	489	342	416	280	229	336	205	363	265	254
ecd_85643	9	5	2	3	0	5	8	10	4	3	6	8	11	4	1
ice1_85644	28	19	8	33	0	16	8	19	21	14	3	23	13	15	20
rfc5_85645	6	11	4	6	0	40	4	3	11	11	1	3	1	8	9
snx24_85646	0	2	2	3	0	2	0	1	0	2	0	0	2	1	1
atad2_85647	597	329	362	297	1	477	319	447	252	281	228	175	363	309	315
kif20a_85648	23	10	28	10	0	22	19	32	14	17	27	5	19	19	18
plk3_85649	63	60	66	35	0	53	58	87	53	41	22	24	41	34	53
ecscr_85650	5	15	14	17	0	2	10	20	13	15	7	6	15	16	11
hdac6_85651	17	14	17	16	0	30	20	23	13	10	19	17	18	23	39
bmp7a_85652	10	4	12	6	0	4	4	10	3	4	0	5	4	3	9
gata4_85653	1	3	4	1	0	0	0	2	0	7	3	3	11	8	2
adgrl4_85654	0	0	2	1	0	1	2	1	1	2	5	0	1	0	1
fpgs_85655	93	68	83	77	0	63	106	107	65	52	47	52	94	68	87
lrp5_85656	42	14	25	20	0	34	18	20	17	11	4	13	32	12	8
polr2i_85657	116	256	219	344	0	178	248	219	274	342	79	196	215	268	328
snx13_85658	9	8	9	12	0	13	4	13	2	6	6	6	7	9	8
plrg1_85659	18	10	4	15	0	16	9	23	13	2	12	3	26	8	11
si:zfos-367g9.1_85660	0	1	0	0	0	0	2	1	0	0	0	0	1	0	1
si:busm1-228j01.6_85661	0	0	1	1	0	0	0	2	3	0	1	0	3	1	0
fybb_85662	1	3	4	3	0	2	0	0	1	7	0	0	2	1	2
btr01_85663	20	2	34	4	0	21	17	12	8	8	11	5	12	5	6
opn3_85664	0	0	2	1	0	0	1	4	0	1	0	1	2	1	2
si:dkey-33b17.3_85665	0	2	1	3	0	1	0	1	0	1	0	2	0	1	1
daam1a_85666	198	213	192	242	0	172	228	212	198	182	121	152	236	223	243
exo1_85667	62	54	48	27	0	60	60	58	39	36	49	25	52	28	29
recql_85668	6	6	4	4	0	8	7	6	10	8	8	6	4	13	3
ilf2_85669	68	23	22	23	0	39	18	20	18	12	26	7	8	6	21
matn4_85670	320	545	386	899	1	331	599	593	892	1310	294	268	643	786	1468
ywhaba_85671	1193	711	761	821	1	974	834	786	693	650	505	390	869	707	924
sox10_85672	32	6	12	4	0	22	8	20	11	6	10	6	11	5	15
cytip_85673	0	2	4	0	0	2	2	0	1	1	0	3	2	3	2
arrdc3a_85674	7	21	11	17	0	11	13	13	10	13	19	8	30	6	19
gria2a_85675	2	4	4	4	0	2	7	5	5	7	6	1	6	2	3
bcl2l11_85676	76	88	114	119	0	103	111	128	111	120	59	105	126	138	136
cox8a_85677	89	55	68	50	0	63	71	105	43	44	42	24	68	32	71
nrcama_85678	89	50	49	36	0	56	50	39	22	28	29	26	31	24	39
atp11c_85679	94	100	73	18	0	118	111	68	25	10	47	45	31	40	1
g6pd_85680	8	13	8	6	0	12	6	7	0	3	5	2	4	3	2
gsr_85681	2	0	38	41	0	0	28	0	67	27	33	1	34	49	36
rbx1_85682	0	4	5	0	0	7	4	4	3	9	0	0	8	1	2
si:ch211-114c12.5_85683	0	3	6	1	0	1	2	0	0	2	0	5	5	3	2
col6a3_85684	1	8	23	14	0	3	5	11	10	15	5	4	23	10	16
rpl4_85685	1229	1409	1561	1449	2	1112	1396	1697	1474	1215	922	848	1214	1368	1551
phf5a_85686	686	583	632	539	0	600	595	582	654	599	402	324	447	629	639
sdf4_85687	289	336	361	345	0	281	360	260	302	250	247	223	306	330	385
tbp_85688	2	3	6	4	0	7	1	7	4	3	0	6	6	5	3
tspan4a_85689	4	4	7	1	0	2	6	7	7	7	3	1	1	6	5
vtg2_85690	3	3	4	1	1	1	3	3	2	1	0	6	4	0	4
sparta_85691	9	1	0	3	0	2	0	0	0	0	0	5	4	2	2
krt5_85692	2875	3232	4545	4548	4	3151	3717	4587	4812	1955	2084	2789	3546	3778	2482
rbks_85693	80	37	59	55	0	73	58	51	50	51	27	63	65	94	44
dnmt3bb.1_85694	10	10	7	7	0	16	7	9	5	7	12	2	9	4	8
alkbh5_85695	1	3	3	3	0	8	10	4	9	1	5	0	5	4	4
id2a_85696	10	3	6	3	0	4	6	3	4	3	2	7	17	6	12
cyp2aa4_85697	222	72	63	70	0	99	66	56	25	38	26	58	67	53	47
acp1_85698	415	572	490	692	0	381	501	520	579	585	213	385	566	675	783
hspa8_85699	1775	3436	3321	3958	2	1755	4146	4397	4514	3239	1764	1823	3454	3829	3660
furina_85700	1	3	4	1	0	8	6	3	2	1	5	2	6	5	9
rpl19_85701	27554	53791	43107	63145	73	28160	44661	43219	55555	73426	18025	32313	45047	65326	72371
b4gat1_85702	25	9	14	15	30	11	13	7	9	7	14	6	13	8	16
plin2_85703	9	1	0	1	0	8	1	0	2	4	0	0	9	4	2
shank3b_85704	0	10	4	5	0	0	10	12	2	5	0	2	3	12	12
apoa1a_85705	974	166	475	115	0	373	413	422	148	55	162	86	366	248	76
mtm1_85706	46	42	72	44	1	54	50	66	57	25	28	22	44	48	52
fdft1_85707	20	6	16	16	0	18	20	20	8	13	14	3	15	10	11
vrk1_85708	490	355	326	305	0	429	301	214	195	257	240	285	312	312	397
psma4_85709	91	42	62	42	0	109	66	97	48	39	62	23	62	31	41
timmdc1_85710	491	332	315	314	0	370	318	281	225	238	237	195	309	297	286
